cls,freq,freq_1cls,ratio,agent_utterance,theme
13,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
13,6,3,0.5, コンサートとかには行きますか？,音楽
13,3,1,0.33, カラオケで歌ったりするのですか？,音楽
13,15,2,0.13, からい食べものとはどんな食べものが好きですか？,食事
13,17,4,0.24, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,食事
13,9,1,0.11, お友達とランチに行ったりしますか？,食事
14,3,1,0.33, そうなんですか．それでは一度独自で調べてみたいと思います．,default
14,6,4,0.67, それは面白そうですね。,default
14,7,2,0.29, なるほど、それは面白そうですね。,default
14,4,2,0.5, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default
14,12,3,0.25, それは楽しい時間でしたね！,学校
14,6,4,0.67, それはご活躍されたんですね・・,学校
14,4,3,0.75, それは面白い体験ですね！,学校
14,4,1,0.25, それはたいへんでしたね。,学校
14,10,4,0.4, なるほど、それは素晴らしい経験ですね。,旅行
14,14,4,0.29, それは、美味しそうですね。,旅行
14,22,3,0.14, その旅先で美味しい食べ物はたべましたか・・,旅行
14,4,2,0.5, なるほど、それは面白そうですね！私も観てみたいです！,映画
14,1,1,1.0, なるほど、それは面白そうですね。今度知りあいにすすめてみます。,本
14,11,2,0.18, なるほど、それは美味しそうですね・・,食事
15,9,1,0.11, すごいですね。,default
15,8,1,0.12, そうですね・・ぜひ参考にさせていただきます。,default
15,4,1,0.25, そうですか、なかなかですね。,default
15,57,3,0.05, そうなんですね。,default
15,19,4,0.21, 本当ですか！,default
15,47,4,0.09, なるほど。,default
15,3,2,0.67, いいですね，とても興味深いです！,default
15,8,3,0.38, 素敵な趣味ですね。,default
15,58,3,0.05, ありがとうございました・・,default
15,5,1,0.2, すごいですね！,default
15,3,1,0.33, よくご存じですね。,default
15,19,1,0.05, なるほど、そういうふうに利用されているのですね。,エスエヌエス
15,1,1,1.0, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・,エスエヌエス
15,10,1,0.1, なるほど、健康的で、ステキですね・・,スポーツ
15,4,3,0.75, 貴重な体験をされましたね・・,学校
15,5,1,0.2, すごい！面白い体験をされましたね!,旅行
15,15,1,0.07, 「温泉」などリフレッシュするためにいきますか？,旅行
16,40,4,0.1, それは一体どういった内容なんですか？,アニメ・漫画
16,4,1,0.25, そのゲームのどんなところが好きなんですか？,ゲーム
16,23,1,0.04, その旅先で何が一番楽しかったですか？,旅行
16,23,1,0.04, さいきん旅行には行きましたか？,旅行
16,22,1,0.05, その旅先で美味しい食べ物はたべましたか・・,旅行
16,5,1,0.2, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,旅行
16,40,4,0.1, それは一体どういった内容なんですか？,映画
16,3,1,0.33, その本のどういったところが好きなんですか？,本
16,3,1,0.33, よく読むんですか。いいですね。おすすめの作者や本はありますか？,本
17,128,101,0.79, なるほど、そうなんですね。,default
18,10,1,0.1, 使い心地はどうですか？,エスエヌエス
18,21,1,0.05, ショッピングで「アマゾン」などはよく利用しますか？,エスエヌエス
18,4,1,0.25, いつもはどんなジャンルのゲームをするんですか？,ゲーム
18,6,2,0.33, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,ゲーム
18,7,5,0.71, 競技はなにをご覧になりますか？,スポーツ
18,5,3,0.6, なにかおすすめのスポーツ観戦はありますか？,スポーツ
18,16,8,0.5, 日本で開催されるオリンピックを、見にいく予定はありますか？,スポーツ
18,20,9,0.45, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,スポーツ
18,16,2,0.12, 健康のため、とか、リフレッシュするため、とかですか？,スポーツ
18,3,1,0.33, 好きなスポーツはなんですか？,スポーツ
18,4,3,0.75, そうですか。テレビでの観戦はなされるんですか？,スポーツ
18,15,12,0.8, オリンピックは今までに見たことはありますか？,スポーツ
18,1,1,1.0, 見るのが好きなんですね．最近はどこで見たんですか？,スポーツ
18,26,6,0.23, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,休日
18,10,1,0.1, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,休日
18,4,1,0.25, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,休日
18,2,1,0.5, お子さんとはよく公園で遊びますか？,休日
18,3,1,0.33, ほかにたいへんだったことはありますか？,学校
18,16,3,0.19, ほかには何か面白いことはありましたか？,旅行
18,11,3,0.27, 旅行に行くときはなにか目的はありますか？,旅行
18,15,3,0.2, 「温泉」などリフレッシュするためにいきますか？,旅行
18,11,1,0.09, 最近見た映画はありますか？,映画
18,4,1,0.25, 「映画館」か「テレビ」かどちらでよく映画をみますか？,映画
18,4,1,0.25, では，もう一度見たい映画はありますか？,映画
18,9,2,0.22, カラオケでよくなにをうたうのですか？,音楽
18,3,1,0.33, おすすめの歌手やきょくってありますか？,音楽
18,6,1,0.17, コンサートとかには行きますか？,音楽
18,2,1,0.5, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？,音楽
18,7,6,0.86, どんなところに行きますか？和食ですか洋食ですか？,食事
18,10,1,0.1, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食事
18,9,2,0.22, お友達とランチに行ったりしますか？,食事
19,4,4,1.0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行
19,8,8,1.0, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,音楽
