name,agent_utterance,label,dialogue_act
1902F4003_048, なるほど、そうなんですね。,3.8,oa
1902F4003_049, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4003_050, それでは少し「学校」について話しましょう！,4.2,op
1902F4003_051, 学生時代、一番楽しかった学年はありますか？,2.2,qy
1902F4003_052, その時、どんなことをしたのですか？,4.6,qw
1902F4003_053, 運動会や、学芸会などのイベントで面白かった体験はありますか？,5.2,qy
1902F4003_054, もう少し詳しく教えていただいていいですか。,5.6,qw
1902F4003_055, なるほど。,4.0,oa
1902F4003_056, ほかにエピソードはありますか？,5.0,qy
1902F4003_057, もう少し詳しく教えていただいていいですか。,5.2,qw
1902F4003_058, それは面白そうですね。,3.8,pa
1902F4003_059, 最近、学校にはいきましたか？,3.2,qy
1902F4003_060, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,4.4,qy
1902F4003_061, もう少し詳しく教えていただいていいですか。,5.2,qw
1902F4003_062, それはご活躍されたんですね・・,5.4,oa
1902F4003_063, それは楽しい時間でしたね！,4.6,pa
1902F4003_064, 貴重な体験談をありがとうございました・・,4.4,oa
1902F4003_065, それでは「旅行」について話しましょう,4.2,op
1902F4003_066, 旅行にはよく行かれますか？,5.0,qy
1902F4003_067, その旅先で何が一番楽しかったですか？,6.0,qw
1902F4003_068, 旅行に行くときはなにか目的はありますか？,4.0,qy
1902F4003_069, なるほど、そうなんですね。,3.6,oa
1902F4003_070, 「温泉」などリフレッシュするためにいきますか？,4.8,qy
1902F4003_071, なるほど、それはリラックスできますね。,4.2,oa
1902F4003_072, 貴重な体験談をありがとうございました。,3.6,oa
1902F4003_073, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.4,qw
1902F4003_074, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.4,qw
1902F4003_075, なるほど、勉強になります・・,4.0,oa
1902F4003_076, ありがとうございました・・,4.0,oa
1902F4004_001, これから本番の収録を開始します。,4.0,oa
1902F4004_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.6,oa
1902F4004_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.2,qy
1902F4004_004, ここに来るまで迷いませんでしたか・・,5.2,qy
1902F4004_005, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,5.6,oa
1902F4004_006, きょうは来ていただいてありがとうございます！,5.8,oa
1902F4004_007, それでは「食べ物」について話しましょう！,4.0,op
1902F4004_008, 甘いものと、からいものどちらがお好きですか？,5.6,qw
1902F4004_009, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,6.4,qw
1902F4004_010, なるほど、普段はどこでスイーツを買いますか？,5.6,qw
1902F4004_011, なるほど、その中でもおすすめのスイーツはありますか？,4.6,qy
1902F4004_012, なるほど。,4.2,oa
1902F4004_013, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,5.4,qy
1902F4004_014, 具体的に教えてもらっていいですか？,4.8,qw
1902F4004_017, *,5.6,no
1902F4004_018, そうなんですね。,4.2,oa
1902F4004_019, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4004_020, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.2,op
1902F4004_021, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.2,qw
1902F4004_022, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.2,qw
1902F4004_023, なるほど、そうなんですね。,4.4,oa
1902F4004_024, それでは少し「本」について話しましょう,4.2,op
1902F4004_025, 本はよく読む方ですか？,4.8,qy
1902F4004_026, 最近本は読みましたか？,4.8,qy
1902F4004_027, 具体的に教えてもらっていいですか？,5.4,qw
1902F4004_028, その本のどういったところが好きなんですか？,5.2,qw
1902F4004_029, そうなんですか，その作品はおすすめですか？,4.4,qy
1902F4004_030, なるほど。,4.0,oa
1902F4004_031, そうなんですね。,4.0,oa
1902F4004_032, それでは少し「ドラマ」の話をしましょう！,4.2,op
1902F4004_033, さいきんドラマは見ましたか？,5.0,qy
1902F4004_034, ドラマはよく見る方ですか？,4.2,qy
1902F4004_035, 具体的には何ですか？,4.8,qw
1902F4004_036, もう少し詳しく教えていただいていいですか。,5.4,qw
1902F4004_037, そのドラマはどんな内容なんですか？,5.2,qw
1902F4004_038, そのドラマのどういったところが好きなんですか？,5.0,qw
1902F4004_039, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,5.0,pa
1902F4004_040, ありがとうございました・・,4.2,oa
1902F4004_041, それでは少し「映画」について話しましょう,4.0,op
1902F4004_042, 最近見た映画はありますか？,2.8,qy
1902F4004_043, おすすめの映画ってありますか？,4.8,qy
1902F4004_044, 洋画が好きなんですか，おすすめの洋画ってありますか？,2.6,qy
1902F4004_045, なるほど、そうなんですね。,3.0,oa
1902F4004_046, ありがとうございました・・,4.2,oa
1902F4004_047, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4004_048, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,5.4,qy
1902F4004_049, 具体的になんのために利用していますか？,5.8,qw
1902F4004_050, おすすめの便利なきのうとかはありますか？,5.6,qy
1902F4004_051, なるほど、そういうふうに利用されているのですね。,4.4,oa
1902F4004_052, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,4.6,qy
1902F4004_053, たいへんでしたね。,4.0,oa
1902F4004_054, すみません。なにか言いかけましたか？,4.8,qy
1902F4004_055, なるほど、勉強になります・・,4.6,oa
1902F4004_056, ショッピングで「アマゾン」などはよく利用しますか？,4.6,qy
1902F4004_057, 具体的にどういったものを買いますか？,4.8,qw
1902F4004_058, 本当ですか！,3.0,oa
1902F4004_059, そうなんですね。,3.6,oa
1902F4004_060, それではつぎの話題にうつりたいとおもいます。,4.2,op
1902F4004_061, それでは「旅行」について話しましょう,4.2,op
1902F4004_062, さいきん旅行には行きましたか？,5.6,qy
1902F4004_063, その旅先で何が一番楽しかったですか？,5.8,qw
1902F4004_064, すごい！面白い体験をされましたね!,6.4,pa
1902F4004_065, ほかには何か面白いことはありましたか？,6.4,qy
1902F4004_066, すごいですね。,5.0,pa
1902F4004_067, すごい！面白い体験をされましたね!,4.2,pa
1902F4004_068, ほかには何か面白いことはありましたか？,5.0,qy
1902F4004_069, そうなんですね。,4.2,oa
1902F4004_070, なるほど、それは素晴らしい経験ですね。,4.2,pa
1902F4004_071, 旅行に行くときはなにか目的はありますか？,5.2,qy
1902F4004_072, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,5.2,oa
1902F4004_073, それは面白そうですね。,5.2,pa
1902F4004_074, ありがとうございました・・,4.8,oa
1902F4004_075, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.0,qw
1902F4004_076, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,4.0,qw
1902F4004_077, なるほど、ありがとうございました。,4.2,oa
1902F4005_001, これから本番の収録を開始します。,4.0,oa
1902F4005_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,oa
1902F4005_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.4,qy
1902F4005_004, ここに来るまで迷いませんでしたか・・,5.2,qy
1902F4005_005, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,5.0,oa
1902F4005_006, 時間はどのくらいかかりましたか？,4.2,qw
1902F4005_007, なるほど、そうなんですね。,4.0,oa
1902F4005_008, きょうは来ていただいてありがとうございます！,4.8,oa
1902F4005_009, それでは「食べ物」について話しましょう！,4.0,op
1902F4005_010, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902F4005_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.2,qw
1902F4005_012, なるほど、普段はどこでスイーツを買いますか？,5.0,qw
1902F4005_013, 具体的にはどういったものですか？,5.0,qw
1902F4005_014, なるほど、その中でもおすすめのスイーツはありますか？,5.4,qy
1902F4005_015, そうなんですね。,4.6,oa
1902F4005_016, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,5.6,qy
1902F4005_017, もう少し詳しく教えていただいていいですか。,5.0,qw
1902F4005_018, なるほど。,3.8,oa
1902F4005_019, 本当ですか！,3.0,oa
1902F4005_020, ありがとうございました・・,3.6,oa
1902F4005_021, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4005_022, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902F4005_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.6,qw
1902F4005_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.2,qw
1902F4005_025, それでは少し「ゲーム」について話しましょう,4.2,op
1902F4005_026, 最近ハマっているゲームはありますか？,5.4,qy
1902F4005_027, いつもはどんなジャンルのゲームをするんですか？,5.4,qw
1902F4005_028, なるほど、そうなんですね。,4.2,oa
1902F4005_029, そのゲームのどんなところが好きなんですか？,5.2,qw
1902F4005_030, なるほど、勉強になります・・,4.4,oa
1902F4005_031, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,4.2,oa
1902F4005_032, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,3.6,qy
1902F4005_033, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,4.6,io
1902F4005_034, そとで過ごすときはスポーツをしたりしますか・・,5.0,qy
1902F4005_035, スポーツはするほうが好きですか？それとも見るほうが好きですか？,5.0,qw
1902F4005_036, 健康のため、とか、リフレッシュするため、とかですか？,5.4,qy
1902F4005_037, なるほど、そうなんですね。,4.2,oa
1902F4005_038, 見るのが好きなんですね．最近はどこで見たんですか？,5.4,qw
1902F4005_039, そのスポーツのおすすめポイントを教えてください＾＾,6.2,qw
1902F4005_040, なるほど、面白そうですね！,5.0,pa
1902F4005_041, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.8,qy
1902F4005_042, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.6,io
1902F4005_043, オリンピックは今までに見たことはありますか？,4.4,qy
1902F4005_044, 日本で開催されるオリンピックを、見にいく予定はありますか？,5.4,qy
1902F4005_045, なるほど、そうなんですね。,4.4,oa
1902F4005_046, お子さんとはよく公園で遊びますか？,4.6,qy
1902F4005_047, お子さんと遊ぶのは体力が必要で、大変ですよね。,5.2,oa
1902F4005_048, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,5.0,qw
1902F4005_049, なるほど、そうなんですね。,4.0,oa
1902F4005_050, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,5.8,io
1902F4005_051, 大変ですよね。,4.8,oa
1902F4005_052, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4005_053, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.8,qy
1902F4005_054, 具体的になんのために利用していますか？,4.8,qw
1902F4005_055, なるほど、そういうふうに利用されているのですね。,4.0,oa
1902F4005_056, おすすめの便利なきのうとかはありますか？,2.8,qy
1902F4005_057, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.6,qy
1902F4005_058, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.4,qy
1902F4005_059, なるほど、そうなんですね。,3.8,oa
1902F4005_060, ショッピングで「アマゾン」などはよく利用しますか？,4.6,qy
1902F4005_061, 具体的にどういったものを買いますか？,5.2,qw
1902F4005_062, なるほど。,4.0,oa
1902F4005_063, そうですか，いいものが見つかるといいですね．,3.8,oa
1902F4005_064, それでは「旅行」について話しましょう,4.0,op
1902F4005_065, さいきん旅行には行きましたか？,3.0,qy
1902F4005_066, 今までいった「旅行」で特におすすめの場所はありますか？,5.0,qy
1902F4005_067, その旅先で何が一番楽しかったですか？,5.8,qw
1902F4005_068, すごい！面白い体験をされましたね!,5.6,pa
1902F4005_069, ほかには何か面白いことはありましたか？,5.6,qy
1902F4005_070, なるほど、それは面白そうですね。,5.0,pa
1902F4005_071, その旅先で美味しい食べ物はたべましたか・・,5.4,qy
1902F4005_072, 具体的には教えてもらえますか？,6.0,qw
1902F4005_073, それは、美味しそうですね。,4.6,pa
1902F4005_074, 旅行に行くときはなにか目的はありますか？,5.2,qy
1902F4005_075, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,5.6,oa
1902F4005_076, なるほど、それは面白そうですね。,4.4,pa
1902F4005_077, 貴重な体験談をありがとうございました。,4.4,oa
1902F4005_078, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4005_079, それでは少し「学校」について話しましょう！,4.0,op
1902F4005_080, 学生時代、たいへんだった体験はありますか？,3.0,qy
1902F4005_081, 今までの体験の中で、そのほか、楽しかったことはありますか？,5.2,qy
1902F4005_082, 運動会や、学芸会などのイベントで面白かった体験はありますか？,6.2,qy
1902F4005_083, それは楽しい時間でしたね！,5.2,pa
1902F4005_084, ほかにエピソードはありますか？,5.8,qy
1902F4005_085, それは楽しい時間でしたね！,4.8,pa
1902F4005_086, 貴重な体験談をありがとうございました・・,4.0,oa
1902F4005_087, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,3.8,qw
1902F4005_088, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.2,qw
1902F4005_089, そうですね・・ぜひ参考にさせていただきます。,4.2,pa
1902F4005_090, ありがとうございました・・,4.0,oa
1902F4006_001, これから本番の収録を開始します。,4.0,oa
1902F4006_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.4,oa
1902F4006_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902F4006_004, ここに来るまで迷いませんでしたか・・,5.2,qy
1902F4006_005, 時間はどのくらいかかりましたか？,4.8,qw
1902F4006_006, なるほど、そうなんですね。,4.0,oa
1902F4006_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.8,oa
1902F4006_008, きょうは来ていただいてありがとうございます！,4.6,oa
1902F4006_009, それでは「食べ物」について話しましょう！,4.2,op
1902F4006_010, 甘いものと、からいものどちらがお好きですか？,5.2,qw
1902F4006_011, からい食べものとはどんな食べものが好きですか？,5.2,qw
1902F4006_012, 具体的にどういう味か、教えてください。,5.6,qw
1902F4006_013, そのほかにおすすめのものはありますか？,5.6,qy
1902F4006_014, それは「最近」食べられたんですか？,5.8,qy
1902F4006_015, どこで食べられたんですか・・,5.2,qw
1902F4006_016, なるほど、それは美味しそうですね・・,5.0,pa
1902F4006_017, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,6.4,qy
1902F4006_018, そのほかにおすすめのものはありますか？,5.8,qy
1902F4006_019, なるほど、そうなんですね。,4.4,oa
1902F4006_020, ありがとうございました・・,4.2,oa
1902F4006_021, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4006_022, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.2,op
1902F4006_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.0,qw
1902F4006_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.2,qw
1902F4006_025, それでは少し「アニメ・漫画」について話しましょう！,4.2,op
1902F4006_026, おすすめのアニメってありますか？,3.0,qy
1902F4006_027, 見たことのあるものの中で一番好きなものはなんですか？,5.0,qw
1902F4006_028, それは一体どういった内容なんですか？,5.6,qw
1902F4006_029, もう少し詳しく教えていただいていいですか。,5.0,qw
1902F4006_030, どういったところが好きなんですか？,6.2,qw
1902F4006_031, それは面白そうですね。,4.4,pa
1902F4006_032, おすすめの漫画ってありますか？,2.8,qy
1902F4006_033, そうなんですね。,3.8,oa
1902F4006_034, それでは少し「ドラマ」の話をしましょう！,4.0,op
1902F4006_035, さいきんドラマは見ましたか？,4.8,qy
1902F4006_036, ドラマはよく見る方ですか？,4.8,qy
1902F4006_037, よく見るんですか！いいですね。今期おすすめのドラマはありますか,5.8,qy
1902F4006_038, そのドラマはどんな内容なんですか？,5.8,qw
1902F4006_039, そのドラマはどんな内容なんですか？,4.2,qw
1902F4006_040, すごいですね。,3.8,pa
1902F4006_041, そのドラマのどういったところが好きなんですか？,5.2,qw
1902F4006_042, なるほど、そうなんですね。,3.8,oa
1902F4006_043, それでは少し「音楽」について話しましょう！,4.0,op
1902F4006_044, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,qw
1902F4006_045, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.8,qy
1902F4006_046, すみません，その質問にはお答えできかねます．,3.8,na
1902F4006_047, その歌手のどういうところが好きなんですか？,5.4,qw
1902F4006_048, カラオケは好きですか？,4.8,qy
1902F4006_049, カラオケで歌ったりするのですか？,3.8,qy
1902F4006_050, 具体的にはどういったものですか？,3.0,qw
1902F4006_051, はい、そうです。,4.0,oa
1902F4006_052, 素敵な趣味ですね。,4.2,pa
1902F4006_053, そのきょくのどういうところが好きなんですか？,4.6,qw
1902F4006_054, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,5.2,qy
1902F4006_055, なるほど、勉強になります・・,4.0,oa
1902F4006_056, 具体的にはどういったものですか？,4.6,qw
1902F4006_057, なるほど、そうなんですね。,4.0,oa
1902F4006_058, ありがとうございました・・,4.0,oa
1902F4006_059, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4006_060, それでは少し「スポーツ」について話しましょう！,4.0,op
1902F4006_061, 最近スポーツはしましたか？,3.4,qy
1902F4006_062, スポーツはするほうが好きですか？それとも見るほうが好きですか？,3.6,qw
1902F4006_063, 健康のため、とか、リフレッシュするため、とかですか？,4.6,qy
1902F4006_064, なるほど、そうなんですね。,4.0,oa
1902F4006_065, そのほか健康のために、気をつけていることはありますか？,4.4,qy
1902F4006_066, 具体的に教えてもらっていいですか？,5.2,qw
1902F4006_067, そうですね・・ぜひ参考にさせていただきます。,4.2,pa
1902F4006_068, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.4,qy
1902F4006_069, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.2,io
1902F4006_070, オリンピックは今までに見たことはありますか？,3.8,qy
1902F4006_071, なるほど、そうなんですね。,3.8,oa
1902F4006_072, 日本で開催されるオリンピックを、見にいく予定はありますか？,2.8,qy
1902F4006_073, なるほど、そうなんですね。,3.6,oa
1902F4006_074, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4006_075, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.8,qy
1902F4006_076, 具体的になんのために利用していますか？,4.8,qw
1902F4006_077, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,5.8,qy
1902F4006_078, なるほど、そういうふうに利用されているのですね。,4.2,oa
1902F4006_079, おすすめの便利なきのうとかはありますか？,3.4,qy
1902F4006_080, なるほど、そうなんですね。,4.0,oa
1902F4006_081, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,4.4,qy
1902F4006_082, 本当ですか！,3.8,oa
1902F4006_083, なるほど、そうなんですね。,3.8,oa
1902F4006_084, ショッピングで「アマゾン」などはよく利用しますか？,3.6,qy
1902F4006_085, 具体的にどういったものを買いますか？,4.8,qw
1902F4006_086, なるほど、そうなんですね。,4.0,oa
1902F4006_087, ありがとうございました・・,3.8,oa
1902F4006_088, それでは「旅行」について話しましょう,4.0,op
1902F4006_089, さいきん旅行には行きましたか？,4.8,qy
1902F4006_090, 旅行に行くときはなにか目的はありますか？,4.8,qy
1902F4006_091, 「温泉」などリフレッシュするためにいきますか？,5.4,qy
1902F4006_092, なるほど。,4.0,oa
1902F4006_093, その旅先で美味しい食べ物はたべましたか・・,5.6,qy
1902F4006_094, 具体的には教えてもらえますか？,6.2,qw
1902F4006_095, それは、美味しそうですね。,4.8,pa
1902F4006_096, ほかには何か面白いことはありましたか？,5.8,qy
1902F4006_097, なるほど、それは素晴らしい経験ですね。,4.4,pa
1902F4006_098, 貴重な体験談をありがとうございました。,4.4,oa
1902F4006_099, それでは少し「学校」について話しましょう！,4.0,op
1902F4006_100, 学生時代、たいへんだった体験はありますか？,4.8,qy
1902F4006_101, その時、どんなことをしたのですか？,5.2,qw
1902F4006_102, ほかには、ありますか？,5.2,qy
1902F4006_103, それはご活躍されたんですね・・,3.8,oa
1902F4006_104, なるほど、そうなんですね。,3.6,oa
1902F4006_106, *,2.4,no
1902F4006_107, 貴重な体験談をありがとうございました・・,4.0,oa
1902F4006_108, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,3.4,qw
1902F4006_109, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,2.4,qw
1902F4006_110, なるほど、そうなんですね。,4.0,oa
1902F4006_111, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,3.4,qy
1902F4006_112, グーグルホームのようなスピーカーを使って、家事を効率化させたいとは思いますか？,5.0,qy
1902F4006_113, 一度ネットワークにつなぐと、あとはラクなようですよ。,3.8,oa
1902F4006_114, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。,3.8,io
1902F4006_115, 面白いですよね。,3.8,pa
1902F4006_116, ありがとうございました・・,3.8,oa
1902F4007_001, これから本番の収録を開始します。,4.2,oa
1902F4007_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.4,oa
1902F4007_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.8,qy
1902F4007_004, ここに来るまで迷いませんでしたか・・,5.8,qy
1902F4007_005, なるほど、そうなんですね。,4.2,oa
1902F4007_006, 時間はどのくらいかかりましたか？,5.0,qw
1902F4007_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,6.0,oa
1902F4007_008, きょうは来ていただいてありがとうございます！,5.2,oa
1902F4007_009, それでは「食べ物」について話しましょう！,4.4,op
1902F4007_010, 甘いものと、からいものどちらがお好きですか？,4.8,qw
1902F4007_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.6,qw
1902F4007_012, なるほど、それは美味しそうですね・・,4.8,pa
1902F4007_013, なるほど、普段はどこでスイーツを買いますか？,4.8,qw
1902F4007_014, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,5.2,qy
1902F4007_015, 具体的にはどういったものですか？,5.6,qw
1902F4007_016, なるほど、それは美味しそうですね・・,4.0,pa
1902F4007_017, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902F4007_018, 次に「お休みの日の過ごし方」についてお話ししましょう！,3.6,op
1902F4007_019, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.4,qw
1902F4007_020, スポーツをする目的は何ですか？,6.0,qw
1902F4007_021, なるほど、健康的で、ステキですね・・,4.4,pa
1902F4007_022, そのほか健康のために、気をつけていることはありますか？,6.4,qy
1902F4007_023, すごいですね。,5.0,pa
1902F4007_024, ありがとうございます。参考にさせていただきます。,4.8,pa
1902F4007_025, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,5.0,qy
1902F4007_026, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,5.4,io
1902F4007_027, 日本で開催されるオリンピックを、見にいく予定はありますか？,4.0,qy
1902F4007_028, そうなんですね。,4.0,oa
1902F4007_029, オリンピックは今までに見たことはありますか？,3.8,qy
1902F4007_030, そうですか。そのスポーツはテレビで鑑賞はされますか・・,3.8,qy
1902F4007_031, なるほど。,4.0,oa
1902F4007_032, ありがとうございました・・,4.0,oa
1902F4007_033, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,4.2,qw
1902F4007_034, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？,6.0,qw
1902F4007_035, なるほど、そうなんですね。,4.0,oa
1902F4007_036, 人工知能を搭載した、ルンバのような家電を使ったことはありますか？,6.4,qy
1902F4007_037, そうですね・・ぜひ参考にさせていただきます。,4.2,pa
1902F4007_038, それでは少し「音楽」について話しましょう！,4.0,op
1902F4007_039, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.6,qw
1902F4007_040, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.4,qy
1902F4007_041, なるほど、そうなんですね。,4.2,oa
1902F4007_042, カラオケは好きですか？,3.8,qy
1902F4007_043, カラオケでよくなにをうたうのですか？,2.8,qw
1902F4007_044, なるほど、そうなんですね。,3.8,oa
1902F4007_046, ありがとうございました・・,3.8,oa
1902F4007_047, それでは「旅行」について話しましょう,4.0,op
1902F4007_048, さいきん旅行には行きましたか？,5.0,qy
1902F4007_049, その旅先で何が一番楽しかったですか？,6.2,qw
1902F4007_050, すごい！面白い体験をされましたね!,5.6,pa
1902F4007_051, その旅先で何かハプニングはありましたか!,6.0,qy
1902F4007_052, それは、たいへんでしたね!,4.4,oa
1902F4007_053, 今までいった「旅行」で特におすすめの場所はありますか？,5.6,qy
1902F4007_054, それは、美味しそうですね。,5.2,pa
1902F4007_055, ほかには何か面白いことはありましたか？,6.0,qy
1902F4007_056, なるほど、それは素晴らしい経験ですね。,4.2,pa
1902F4007_057, 旅行に行くときはなにか目的はありますか？,5.0,qy
1902F4007_058, そうですね・・ぜひ参考にさせていただきます。,4.2,pa
1902F4007_059, それでは少し「学校」について話しましょう！,4.0,op
1902F4007_060, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,5.4,qy
1902F4007_061, それは楽しい時間でしたね！,4.4,pa
1902F4008_001, これから本番の収録を開始します。,4.0,oa
1902F4008_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.2,oa
1902F4008_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.4,qy
1902F4008_004, ここに来るまで迷いませんでしたか・・,4.4,qy
1902F4008_005, 時間はどのくらいかかりましたか？,4.6,qw
1902F4008_006, なるほど、そうなんですね。,3.8,oa
1902F4008_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.6,oa
1902F4008_008, きょうは来ていただいてありがとうございます！,4.0,oa
1902F4008_009, それでは「食べ物」について話しましょう！,4.0,op
1902F4008_010, 甘いものと、からいものどちらがお好きですか？,4.4,qw
1902F4008_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,4.8,qw
1902F4008_012, なるほど、普段はどこでスイーツを買いますか？,4.8,qw
1902F4008_013, なるほど、その中でもおすすめのスイーツはありますか？,6.0,qy
1902F4008_014, そうなんですね。,4.0,oa
1902F4008_015, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,4.6,pa
1902F4008_016, からい食べものとはどんな食べものが好きですか？,4.8,qw
1902F4008_017, それは「最近」食べられたんですか？,4.8,qy
1902F4008_018, なるほど、そうなんですね。,4.0,oa
1902F4008_019, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,5.6,qy
