name,lenS,label,名詞,agent_utterance,dialogue_act,general,context,questionmark,depend_word,nod_word,information_offer,question_depend_o,question_depend_x,response_demonstrative_o,response_demonstrative_x,UI3average,UI3average_diff,u_utte_len_after,u_utte_len_before,num_noun_after,num_noun_before,theme_index,theme,freq,information_offer_n,response_demonstrative_o_n,response_demonstrative_x_n,question_depend_o_n,question_depend_x_n,lenS_n,general_n,context_n,UI3average_n,UI3average_diff_n,num_noun_after_n,num_noun_before_n,u_utte_len_after_n,u_utte_len_before_n,theme_index_n,cls
1902F4011_040,33.0,3.4,0, そうなんですか．それでは一度独自で調べてみたいと思います．,oa,1.0,3,0,1,0,0.0,0.0,0.0,1.0,0.0,3.4,-1.1999999999999995,25.635,163.73000000000005,0,12,15,default,3,0.0,1.0,0.0,0.0,0.0,0.3020833333333333,0.0,0.025000000000000005,0.3461538461538462,0.2500000000000001,0.0,0.30000000000000004,0.07151123405216214,0.4613017951902451,0.5555555555555556,response_demonstrative_o
1902F2001_043,48.0,4.8,1, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,2.0,20.045,18.32,1,0,23,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6153846153846154,0.8214285714285714,0.025,0.0,0.05573275375409282,0.0508637236084453,0.8518518518518519,question_depend_x
1902F2002_025,48.0,5.2,3, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,1.2000000000000002,44.68,12.18,3,0,3,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.6785714285714286,0.07500000000000001,0.0,0.12526814948628207,0.03353279891611155,0.1111111111111111,question_depend_x
1902F3001_018,48.0,4.6,5, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.6,-0.20000000000000015,89.16,34.434999999999995,5,3,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5769230769230769,0.42857142857142855,0.125,0.07500000000000001,0.25081856158970306,0.09635034436039293,0.07407407407407407,question_depend_x
1902F3002_024,48.0,5.2,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.20000000000000015,59.905,27.11,4,2,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.5,0.1,0.05,0.1682426329456927,0.07567460765496219,0.07407407407407407,question_depend_x
1902F4001_024,48.0,4.6,3, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.6,-0.20000000000000015,60.71,33.3,3,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5769230769230769,0.42857142857142855,0.07500000000000001,0.0,0.1705148470136615,0.09314666365586542,0.07407407407407407,question_depend_x
1902F4002_019,48.0,5.6,3, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.6,0.7999999999999998,80.045,23.395000000000003,3,2,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.7692307692307694,0.6071428571428571,0.07500000000000001,0.05,0.22509032403748447,0.06518855142824886,0.07407407407407407,question_depend_x
1902F4003_031,48.0,4.0,12, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,109.575,11.215,12,0,13,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.4615384615384616,0.4642857142857143,0.30000000000000004,0.0,0.3084424748786271,0.03080896466072033,0.4814814814814815,question_depend_x
1902F4004_022,48.0,5.2,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.0,45.805,25.485000000000007,4,2,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.05,0.12844360392909565,0.07108784012645368,0.07407407407407407,question_depend_x
1902F4005_024,48.0,5.2,3, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.6000000000000005,38.89,23.46,3,1,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.5714285714285715,0.07500000000000001,0.025,0.10892514395393477,0.0653720221293892,0.07407407407407407,question_depend_x
1902F4006_024,48.0,5.2,3, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.20000000000000015,43.80499999999999,22.755000000000006,3,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.5,0.07500000000000001,0.0,0.12279835158631593,0.06338207067855935,0.07407407407407407,question_depend_x
1902F4007_033,48.0,4.2,9, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.2,0.20000000000000015,134.375,28.515,9,0,15,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5000000000000002,0.5,0.225,0.0,0.3784436039290957,0.07964039742576495,0.5555555555555556,question_depend_x
1902F4008_024,48.0,5.0,9, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.0,0.4000000000000004,83.245,38.375,9,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.653846153846154,0.5357142857142858,0.225,0.0,0.2341227277859321,0.10747149147566898,0.07407407407407407,question_depend_x
1902F4009_028,48.0,5.4,2, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.4,0.8000000000000007,70.58,14.975,2,0,6,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.7307692307692311,0.6071428571428572,0.05,0.0,0.19837416732527946,0.041422039065146216,0.2222222222222222,question_depend_x
1902F4010_039,48.0,4.8,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,1.4,51.615,33.42,4,0,17,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6153846153846154,0.7142857142857142,0.1,0.0,0.14484306198487076,0.09348537879643222,0.6296296296296295,question_depend_x
1902F4011_024,48.0,4.4,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.4,0.20000000000000015,90.05000000000003,71.15,4,4,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5384615384615385,0.5,0.1,0.1,0.2533306988822401,0.1999830642429717,0.07407407407407407,question_depend_x
1902F6002_025,48.0,5.4,0, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.4,1.2000000000000002,47.275,13.745,0,0,7,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.7307692307692311,0.6785714285714286,0.0,0.0,0.13259286440103873,0.037950208874336686,0.25925925925925924,question_depend_x
1902M2001_039,48.0,4.6,6, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.6,0.7999999999999998,90.3,5.88,6,0,13,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5769230769230769,0.6071428571428571,0.15000000000000002,0.0,0.2540363554250875,0.015750254036355427,0.4814814814814815,question_depend_x
1902M3001_018,48.0,5.4,7, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.4,0.6000000000000005,45.32,22.29,7,2,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.7307692307692311,0.5714285714285715,0.17500000000000002,0.05,0.12707463023597154,0.06206954950886304,0.07407407407407407,question_depend_x
1902M4001_035,48.0,5.4,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.4,1.4000000000000004,47.63,9.76,4,0,15,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.7307692307692311,0.7142857142857144,0.1,0.0,0.13359489669188213,0.02670204358134809,0.5555555555555556,question_depend_x
1902M4002_020,48.0,4.8,0, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,-0.20000000000000015,41.94499999999999,21.895,0,1,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6153846153846154,0.42857142857142855,0.0,0.025,0.11754826690753074,0.06095461217116405,0.07407407407407407,question_depend_x
1902M4003_024,48.0,4.8,5, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,0.0,58.21,16.87,5,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6153846153846154,0.4642857142857143,0.125,0.0,0.16345828158518685,0.04677091565993001,0.07407407407407407,question_depend_x
1902M5001_017,48.0,5.0,7, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.0,0.7999999999999998,88.51,42.88,7,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.653846153846154,0.6071428571428571,0.17500000000000002,0.0,0.2489838545782997,0.12018742237778032,0.07407407407407407,question_depend_x
1902M5002_039,48.0,5.2,2, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.6000000000000005,53.785,39.01,2,0,16,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6923076923076925,0.5714285714285715,0.05,0.0,0.15096816077678674,0.10926385909450154,0.5925925925925926,question_depend_x
1902M5003_023,48.0,5.0,2, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,5.0,0.20000000000000015,70.82,63.71000000000001,2,6,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.653846153846154,0.5,0.05,0.15000000000000002,0.19905159760641306,0.17898272552783115,0.07407407407407407,question_depend_x
1902M7001_029,48.0,4.6,4, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.6,0.0,94.235,35.49500000000001,4,0,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.5769230769230769,0.4642857142857143,0.1,0.0,0.26514338940950666,0.0993423281020662,0.07407407407407407,question_depend_x
1902M7002_024,48.0,4.8,2, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,0.0,45.62000000000001,43.62000000000001,2,3,2,休日,26,0.0,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,0.07500000000000001,0.6153846153846154,0.4642857142857143,0.05,0.07500000000000001,0.12792141808738855,0.1222761657446088,0.07407407407407407,question_depend_x
1902F2001_045,16.0,5.6,2, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.6,1.3999999999999997,39.92,8.585,2,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.7692307692307694,0.7142857142857142,0.05,0.0,0.11183244891046633,0.023385457829965005,0.037037037037037035,question_depend_x
1902F4001_026,16.0,5.4,9, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.4,1.2000000000000002,101.32999999999998,10.08,9,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.7307692307692311,0.6785714285714286,0.225,0.0,0.2851699220955177,0.027605283956192845,0.037037037037037035,question_depend_x
1902F4004_042,16.0,2.8,1, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,2.8,-1.2000000000000002,54.025,9.43,1,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.2307692307692308,0.25,0.025,0.0,0.1516455910579203,0.025770576944789438,0.037037037037037035,question_depend_x
1902F4008_039,16.0,2.8,0, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,2.8,-1.2000000000000002,61.435,12.65,0,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.2307692307692308,0.25,0.0,0.0,0.1725612509879192,0.03485943321666478,0.037037037037037035,question_depend_x
1902F6001_069,16.0,3.2,6, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,3.2,-0.7999999999999998,72.35000000000002,10.595,6,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.30769230769230776,0.3214285714285715,0.15000000000000002,0.0,0.20337021564863955,0.029058936434458626,0.037037037037037035,question_depend_x
1902F7001_055,16.0,2.8,3, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,2.8,-1.0,27.05,36.05,3,0,5,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.2307692307692308,0.2857142857142857,0.07500000000000001,0.0,0.0755052500846788,0.10090888562718754,0.1851851851851852,question_depend_x
1902M3001_020,16.0,5.2,7, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,0.7999999999999998,49.35,5.91,7,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.6923076923076925,0.6071428571428571,0.17500000000000002,0.0,0.1384498137066727,0.015834932821497123,0.037037037037037035,question_depend_x
1902M4001_036,16.0,6.2,7, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,6.2,0.7999999999999998,71.035,47.63,7,4,16,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.8846153846153848,0.6071428571428571,0.17500000000000002,0.1,0.19965846223326186,0.13359489669188213,0.5925925925925926,question_depend_x
1902M4002_034,16.0,2.8,2, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,2.8,-1.4000000000000004,72.49,10.39,2,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.2307692307692308,0.21428571428571425,0.05,0.0,0.20376538331263408,0.028480298069323694,0.037037037037037035,question_depend_x
1902M5001_020,16.0,5.8,6, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.8,1.5999999999999996,124.97,16.759999999999998,6,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.8076923076923079,0.7499999999999999,0.15000000000000002,0.0,0.3518968047871741,0.04646042678107711,0.037037037037037035,question_depend_x
1902M5002_041,16.0,4.8,0, 最近見た映画はありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,0.5999999999999996,32.415,12.74,0,0,1,映画,11,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.025000000000000005,0.6153846153846154,0.5714285714285714,0.0,0.0,0.0906486394941854,0.035113469572089884,0.037037037037037035,question_depend_x
1902F2001_046,28.0,5.2,0, 映画では洋画，邦画，それ以外のどれが好きですか？,qw,1.0,2,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,-0.39999999999999947,20.3,39.92,0,2,2,映画,4,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0125,0.6923076923076925,0.39285714285714296,0.0,0.05,0.056452523427797226,0.11183244891046633,0.07407407407407407,question_depend_o
1902F4008_040,28.0,4.6,2, 映画では洋画，邦画，それ以外のどれが好きですか？,qw,1.0,2,1,1,0,0.0,1.0,0.0,0.0,0.0,4.6,1.7999999999999998,65.865,61.435,2,0,2,映画,4,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0125,0.5769230769230769,0.7857142857142856,0.05,0.0,0.18506548492717625,0.1725612509879192,0.07407407407407407,question_depend_o
1902M5002_042,28.0,5.4,5, 映画では洋画，邦画，それ以外のどれが好きですか？,qw,1.0,2,1,1,0,0.0,1.0,0.0,0.0,0.0,5.4,0.6000000000000005,55.36,32.415,5,0,2,映画,4,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0125,0.7307692307692311,0.5714285714285715,0.125,0.0,0.15541379699672578,0.0906486394941854,0.07407407407407407,question_depend_o
1902M5003_031,28.0,5.0,2, 映画では洋画，邦画，それ以外のどれが好きですか？,qw,1.0,2,1,1,0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,42.875,26.635,2,1,1,映画,4,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0125,0.653846153846154,0.6428571428571428,0.05,0.025,0.12017330924692335,0.074333860223552,0.037037037037037035,question_depend_o
1902F2001_047,28.0,6.2,5, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,6.2,1.0,34.22,20.3,5,0,3,映画,5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.025000000000000005,0.8846153846153848,0.6428571428571428,0.125,0.0,0.0957434797335441,0.056452523427797226,0.1111111111111111,question_depend_x
1902F4001_027,28.0,5.2,6, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.2,-0.20000000000000015,88.705,101.32999999999998,6,9,2,映画,5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.025000000000000005,0.6923076923076925,0.42857142857142855,0.15000000000000002,0.225,0.2495342666817207,0.2851699220955177,0.07407407407407407,question_depend_x
1902F4004_044,28.0,2.6,1, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,2.6,-2.2,103.96,61.76000000000001,1,5,3,映画,5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.025000000000000005,0.19230769230769235,0.07142857142857156,0.025,0.125,0.29259342892627305,0.1734786044936209,0.1111111111111111,question_depend_x
1902M3001_021,28.0,5.8,3, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,5.8,0.5999999999999996,35.68,49.35,3,7,2,映画,5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.025000000000000005,0.8076923076923079,0.5714285714285714,0.07500000000000001,0.17500000000000002,0.0998645139437733,0.1384498137066727,0.07407407407407407,question_depend_x
1902M5001_021,28.0,4.2,7, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0,0,0.0,0.0,1.0,0.0,0.0,4.2,-1.5999999999999996,155.795,124.97,7,6,2,映画,5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.025000000000000005,0.5000000000000002,0.17857142857142871,0.17500000000000002,0.15000000000000002,0.4389042565202665,0.3518968047871741,0.07407407407407407,question_depend_x
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,-0.20000000000000015,21.85,34.22,0,5,4,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.42857142857142855,0.0,0.125,0.06082759399345152,0.0957434797335441,0.14814814814814814,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,-0.20000000000000015,21.85,34.22,0,5,4,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.42857142857142855,0.0,0.125,0.06082759399345152,0.0957434797335441,0.14814814814814814,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,5,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.1851851851851852,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,5,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.1851851851851852,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,6,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.2222222222222222,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,6,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.2222222222222222,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,7,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.25925925925925924,question_depend_o
1902F2001_048,22.0,6.0,0, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,21.85,21.85,0,0,7,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.8461538461538465,0.4642857142857143,0.0,0.0,0.06082759399345152,0.06082759399345152,0.25925925925925924,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.20000000000000015,48.325,25.57,4,0,2,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.5,0.1,0.0,0.1355566218809981,0.07132776335102181,0.07407407407407407,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.20000000000000015,48.325,25.57,4,0,2,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.5,0.1,0.0,0.1355566218809981,0.07132776335102181,0.07407407407407407,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,3,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.1111111111111111,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,3,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.1111111111111111,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,4,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.14814814814814814,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,4,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.14814814814814814,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,5,アニメ・漫画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.1851851851851852,question_depend_o
1902F2002_028,22.0,5.2,4, それは一体どういった内容なんですか？,qw,1.25,7,1,1,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0,48.325,48.325,4,4,5,映画,10,0.0,0.0,0.0,1.0,0.0,0.1875,0.0732323232323232,0.07500000000000001,0.6923076923076925,0.4642857142857143,0.1,0.1,0.1355566218809981,0.1355566218809981,0.1851851851851852,question_depend_o
