clsKM,freq,freq_1cls,ratio,agent_utterance,theme,cls
9,19,10,0.53, 本当ですか！,default,re_x_2
9,4,2,0.5, そうですね、わかります。,default,re_x_2
9,18,2,0.11, ありがとうございます。,default,re_x_2
9,3,2,0.67, よくご存じですね。,default,re_x_2
9,4,3,0.75, そうですか、なかなかですね。,default,re_x_2
9,10,2,0.2, はい、そうです。,default,re_x_2
9,5,1,0.2, そうですね。,default,re_x_2
9,10,4,0.4, 楽しそうですね！,default,re_x_2
9,2,1,0.5, たのしそうですね。,default,re_x_2
9,16,12,0.75, なるほど、勉強になります・・,default,re_x_2
9,9,5,0.56, すごいですね。,default,re_x_2
9,6,3,0.5, ありがとうございます。参考にさせていただきます。,default,re_x_2
9,7,5,0.71, なるほど、よくご存じですね・・,default,re_x_2
9,5,3,0.6, すごいですね！,default,re_x_2
9,5,2,0.4, なるほど、面白そうですね！,default,re_x_2
9,58,1,0.02, ありがとうございました・・,default,re_x_2
9,47,4,0.09, なるほど。,default,re_x_2
9,57,1,0.02, そうなんですね。,default,re_x_2
9,31,2,0.06, もう少し詳しく教えていただいていいですか。,default,re_x_2
9,1,1,1.0, そうなんですか．,default,re_x_2
9,1,1,1.0, そうなんですね，新しい知識が増えました，今度知りあいにもすすめてみたいと思います！,default,re_x_2
9,2,2,1.0, なるほど、そうなんですね・・,default,re_x_2
9,1,1,1.0, すごい！,default,re_x_2
9,3,3,1.0, いいですね，とても興味深いです！,default,re_x_2
9,10,3,0.3, そうですか，いいものが見つかるといいですね．,エスエヌエス,re_x_2
9,19,18,0.95, なるほど、そういうふうに利用されているのですね。,エスエヌエス,re_x_2
9,1,1,1.0, いいですね．使ってみると面白そうですね！,エスエヌエス,re_x_2
9,1,1,1.0, 「エスエヌエス」のともだちと実際に、会ったことはありますか・・,エスエヌエス,re_x_2
9,10,5,0.5, なるほど、健康的で、ステキですね・・,スポーツ,re_x_2
9,2,1,0.5, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ,re_x_2
9,3,1,0.33, 一度ネットワークにつなぐと、あとはラクなようですよ。,休日,re_x_2
9,12,2,0.17, そとで過ごすときはスポーツをしたりしますか・・,休日,re_x_2
9,1,1,1.0, 面白かったんですね！,学校,re_x_2
9,4,4,1.0, 貴重な体験をされましたね・・,学校,re_x_2
9,5,2,0.4, すごい！面白い体験をされましたね!,旅行,re_x_2
9,20,1,0.05, 貴重な体験談をありがとうございました。,旅行,re_x_2
9,1,1,1.0, そうですか，では一度独自で調べてみますね！,映画,re_x_2
9,1,1,1.0, なるほど，では私もチェックしておきますね！,映画,re_x_2
9,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽,re_x_2
9,10,3,0.3, とても楽しそうですね。,音楽,re_x_2
9,2,1,0.5, そうですか。最近はまっている食べ物はありますか・・,食事,re_x_2
9,4,1,0.25, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事,re_x_2
9,8,5,0.62, そうですか、とても美味しそうですね・・,食事,re_x_2
9,8,1,0.12, どこで食べられたんですか・・,食事,re_x_2
