cls,freq,freq_1cls,ratio,agent_utterance
7,2,1,0.5, そのほかで、おすすめのものはありますか？あったら教えてください．
7,2,1,0.5, 人工知能を搭載した、アイボのようなロボットに興味はありますか？
7,4,2,0.5, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
7,25,14,0.56, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？
7,28,16,0.57, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？
7,30,19,0.63, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？
7,3,2,0.67, するのが好きなんですね．最近はどちらでそのスポーツを楽しみましたか？
7,6,4,0.67, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？
7,7,5,0.71, 運動会や、学芸会などのイベントで面白かった体験はありますか？
7,17,13,0.76, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？
7,30,23,0.77, きょうはここまでなにで来られましたか？乗り物は乗りましたか？
7,10,8,0.8, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？
7,6,5,0.83, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？
7,22,20,0.91, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？
7,29,27,0.93, 休日は家で過ごすほうが多いですか？外出することが多いですか？
7,20,20,1.0, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？
7,1,1,1.0, それ以外が好きなんですか，どんなジャンルの映画が好きなんですか？
7,2,2,1.0, クラシックが好きなんですか。おすすめの作曲者やきょくってありますか？
7,1,1,1.0, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？
7,26,26,1.0, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？
7,4,4,1.0, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？
7,3,3,1.0, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？
7,24,24,1.0, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？
8,30,1,0.03, これから本番の収録を開始します。
8,30,1,0.03, 次に「お休みの日の過ごし方」についてお話ししましょう！
8,23,1,0.04, なるほど、ありがとうございました。
8,14,1,0.07, それは、美味しそうですね。
8,28,2,0.07, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・
8,10,1,0.1, なるほど、それは素晴らしい経験ですね。
8,19,2,0.11, 本当ですか！
8,8,1,0.12, そうですね・・ぜひ参考にさせていただきます。
8,12,2,0.17, それは楽しい時間でしたね！
8,6,1,0.17, それは面白そうですね。
8,5,1,0.2, そうですね。
8,10,2,0.2, とても楽しそうですね。
8,5,1,0.2, なるほど、面白そうですね！
8,4,1,0.25, すみません，その質問にはお答えできかねます．
8,8,2,0.25, そうですか、とても美味しそうですね・・
8,4,1,0.25, なるほど、それは面白そうですね！私も観てみたいです！
8,8,2,0.25, 素敵な趣味ですね。
8,7,2,0.29, なるほど、それはリラックスできますね。
8,7,2,0.29, なるほど、よくご存じですね・・
8,10,3,0.3, はい、そうです。
8,3,1,0.33, そうですか、貴重な体験談をありがとうございました。
8,3,1,0.33, たいへんでしたね。
8,3,1,0.33, 一度ネットワークにつなぐと、あとはラクなようですよ。
8,3,1,0.33, 自動でカーテンをあけしめしてくれたり、ルンバで掃除を済ませてくれたりするそうです。
8,11,4,0.36, なるほど、それは美味しそうですね・・
8,5,2,0.4, すごいですね！
8,10,4,0.4, なるほど、健康的で、ステキですね・・
8,10,4,0.4, 楽しそうですね！
8,7,3,0.43, *
8,7,3,0.43, なるほど、それは面白そうですね。
8,30,14,0.47, きょうは来ていただいてありがとうございます！
8,2,1,0.5, いいですね，私も使ってみたいです！
8,2,1,0.5, おばあちゃんがよく家で出してくれていたと言っていました。
8,2,1,0.5, そういった番組も面白いですよね。
8,2,1,0.5, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！
8,6,3,0.5, それはご活躍されたんですね・・
8,4,2,0.5, それは面白い体験ですね！
8,2,1,0.5, たのしそうですね。
8,4,2,0.5, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・
8,8,4,0.5, どこで食べられたんですか・・
8,4,2,0.5, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！
8,31,18,0.58, もう少し詳しく教えていただいていいですか。
8,30,18,0.6, ここに来るまで迷いませんでしたか・・
8,5,3,0.6, すごい！面白い体験をされましたね!
8,5,3,0.6, その旅先で何かハプニングはありましたか!
8,8,5,0.62, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
8,8,5,0.62, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。
8,9,6,0.67, いいですね。テレビ観戦も楽しそうですね！
8,3,2,0.67, がっきは何を演奏するのですか。
8,3,2,0.67, よく見るんですか！いいですね。今期おすすめのドラマはありますか
8,6,4,0.67, 具体的にどういう味か、教えてください。
8,4,3,0.75, なまで演奏をきくと、迫力があって、感動するみたいですね！
8,12,9,0.75, もう少し詳しく教えてください。
8,5,4,0.8, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・
8,22,18,0.82, その旅先で美味しい食べ物はたべましたか・・
8,12,10,0.83, そとで過ごすときはスポーツをしたりしますか・・
8,8,7,0.88, 学生時代で、楽しかったエピソードを教えてください・・
8,1,1,1.0, いいですね．使ってみると面白そうですね！
8,2,2,1.0, お子さんと遊ぶのは体力が必要で、大変ですよね。
8,4,4,1.0, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。
8,2,2,1.0, すごいですね。一度聞かせていただけるとうれしいです。
8,1,1,1.0, そうなんですね．新しい知識が増えました！ありがとうございます！
8,2,2,1.0, そのスポーツのおすすめポイントを教えてください＾＾
8,1,1,1.0, でんしゃ、バス、もしくは歩いてきましたか・・
8,1,1,1.0, とても美味しそうなので、今度知りあいにもすすめてみようと思います・・
8,2,2,1.0, なるほど、面白そうですね，機会があればわたしも見てみたいです！
8,1,1,1.0, 具体的にどういう味か教えてください。
8,1,1,1.0, 楽しそうですね。今度知りあいにすすめてみたいと思います！
8,1,1,1.0, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。
2,12,1,0.08, もう少し詳しく教えてください。
2,7,1,0.14, *
2,31,11,0.35, もう少し詳しく教えていただいていいですか。
2,47,45,0.96, なるほど。
2,58,57,0.98, ありがとうございました・・
2,59,58,0.98, それではつぎの話題にうつりたいとおもいます。
2,57,57,1.0, そうなんですね。
