agent_utterance,UI3average,UI3average_diff,lenS,lenS_diff,questionmark,sim1,sim2,sim3,0,1,2,3,4,5,6,7,cls,io,na,oa,op,pa,qw,qy,su
 そうですか、残念です・・,3.4,0.6000000000000001,14.0,-1.0,0,0.0,0.0,0.0,-1.405923633257272,0.6584923346919316,-0.7983413998283994,-0.050061472247902535,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
 さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.0,0.6000000000000001,42.0,28.0,1,0.0,-0.002568593980837936,0.3332550376373276,-0.6678062880972329,0.6584923346919316,1.2703362965899396,1.497134776362209,1.0568321522135,-0.6509105257318976,-0.5959754071588891,1.1550060093860226,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的になんのために利用していますか？,4.4,0.4000000000000004,22.0,-20.0,1,0.4219894994203623,0.0,-0.01460906235866443,-0.1757280579905396,0.43887686455203656,-0.2072906294231596,-1.0637417730614238,1.0568321522135,1.1411187261033575,-0.5837338617014687,-0.6003834496802086,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、そういうふうに利用されているのですね。,4.4,0.0,25.0,3.0,0,0.3672298393972204,0.4113795579450191,0.0,-0.1757280579905396,-0.00035407572775476577,0.014353409478805312,0.16334490687073352,-0.9462240507213308,0.9085752322088061,1.3768412998094983,-0.5266632984155732,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.4,-1.0000000000000004,29.0,4.0,1,0.4615495943121667,0.6946825130642384,0.4564036444368417,-1.405923633257272,-1.0984314264272323,0.30987879468142515,0.2166965016503925,1.0568321522135,1.3091154353789893,2.7270219936776945,1.776437672719634,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 そうなんですね。,3.8,0.3999999999999999,8.0,-21.0,0,-0.0978145695458621,0.04719773476844765,-0.15175974329993674,-0.9138454031505794,0.438876864552036,-1.2416294776323291,-1.1170933678410828,-0.9462240507213308,-1.0662918802978985,-0.35879632000920914,-1.2924722844603402,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ショッピングで「アマゾン」などはよく利用しますか？,5.0,1.2000000000000002,26.0,18.0,1,-0.11337436533081745,0.5058334905501584,0.301549931049396,0.5623892871694991,1.3173387451116179,0.08823475577946027,0.9636188285656188,1.0568321522135,-1.1323684277890644,1.8269950096771546,0.9950159158303273,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 使い心地はどうですか？,4.4,-0.5999999999999996,13.0,-13.0,1,0.0032048562854553285,0.2181948785209551,-0.13922876805909107,-0.1757280579905396,-0.6592004861474406,-0.8722227461290543,-0.6902806096038107,1.0568321522135,-0.6373007173851193,0.4561512053495809,-1.2292385622974211,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど。,3.8,-0.6000000000000005,5.0,-8.0,0,0.0,0.0,0.0,-0.9138454031505794,-0.6592004861474416,-1.463273516534294,-0.4235226357055156,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 具体的にどういったものを買いますか？,5.2,1.4000000000000004,20.0,15.0,1,0.0,-0.014134151832621875,0.03675442133013708,0.8084284022228457,1.5369542152515134,-0.3550533220244695,0.8035640442266417,1.0568321522135,-0.6509105257318976,-0.6510951743308306,-0.3411933870974894,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、そうなんですね。,3.8,-1.4000000000000004,13.0,-7.0,0,-0.0696615334734928,0.0,0.2181948785209551,-0.9138454031505794,-1.537662366707023,-0.8722227461290543,-0.3701710409258566,-0.9462240507213308,-0.9467366206552826,-0.5837338617014687,0.5743902158227008,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それではつぎの話題にうつりたいとおもいます。,4.0,0.20000000000000015,23.0,10.0,0,0.06353833609118358,0.04822678504125085,0.0,-0.6678062880972329,0.21926139441214082,-0.1334092831225046,0.5368060703283466,-0.9462240507213308,-0.3810873262334731,-0.35389201602560266,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 それでは少し「学校」について話しましょう！,4.2,0.20000000000000015,25.0,2.0,0,0.0,0.0,0.0,-0.4217671730438862,0.21926139441214082,0.014353409478805312,0.10999331209107452,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 学生時代、一番楽しかった学年はありますか？,2.2,-2.0,29.0,4.0,1,0.0,0.07140434494606925,0.060594985544195026,-2.8821583235773502,-2.196508777126709,0.30987879468142515,0.2166965016503925,1.0568321522135,-0.6509105257318976,-0.2434311353712152,-0.22088929386098957,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 その時、どんなことをしたのですか？,4.6,2.3999999999999995,18.0,-11.0,1,0.20057735571756266,0.0,-0.1109642185205262,0.07031105706280591,2.6350315659509898,-0.5028160146257794,-0.5835774200444926,1.0568321522135,0.20086538147754507,-0.5837338617014687,-1.0866101843595317,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 運動会や、学芸会などのイベントで面白かった体験はありますか？,5.2,0.6000000000000005,40.0,22.0,1,0.07764428055087706,0.2089133233754034,0.0,0.8084284022228457,0.658492334691932,1.1225736039886298,1.177025207684255,1.0568321522135,-0.32118473355935206,0.4119166629978313,-0.5266632984155732,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 もう少し詳しく教えていただいていいですか。,5.6,0.39999999999999947,24.0,-16.0,0,0.08748090366533615,0.09081569037116154,0.21872930943093494,1.3005066323295378,0.4388768645520355,-0.059527936821849654,-0.8503353939427877,-0.9462240507213308,-0.27941232835826924,-0.15091948534646638,0.5770870574513386,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど。,4.0,-1.5999999999999996,5.0,-19.0,0,0.0,0.0,0.0,-0.6678062880972329,-1.7572778368469177,-1.463273516534294,-1.0103901782817648,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ほかにエピソードはありますか？,5.0,1.0,15.0,10.0,1,0.0,0.20117776661179654,0.3672584006934401,0.5623892871694991,1.0977232749717223,-0.7244600535277443,0.5368060703283466,1.0568321522135,-0.6509105257318976,0.3750501241572876,1.326593549124069,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 もう少し詳しく教えていただいていいですか。,5.2,0.20000000000000015,24.0,9.0,0,0.20117776661179654,0.0,1.0000000000000002,0.8084284022228457,0.21926139441214082,-0.059527936821849654,0.48345447554868765,-0.9462240507213308,0.20341509867919486,-0.5837338617014687,4.519529910617657,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 それは面白そうですね。,3.8,-1.4000000000000004,13.0,-11.0,0,0.1482627287244354,0.21597028941023588,0.0,-0.9138454031505794,-1.537662366707023,-0.8722227461290543,-0.5835774200444926,-0.9462240507213308,-0.021294985070216876,0.4455491370872907,-0.5266632984155732,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 最近、学校にはいきましたか？,3.2,-0.5999999999999996,18.0,5.0,1,0.08593883672918896,0.0034285447446903714,-0.0029297681801315487,-1.651962748310618,-0.6592004861474406,-0.5028160146257794,0.2700480964300515,1.0568321522135,-0.2859609013954171,-0.5673939159342382,-0.5414474747101947,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,4.4,1.2000000000000002,49.0,31.0,1,0.2810476676418953,0.2611807770126428,0.2133471399637504,-0.1757280579905396,1.3173387451116179,1.7875057206945244,1.657189560701186,1.0568321522135,0.5425922563661127,0.661015747717771,0.5499275904361659,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 もう少し詳しく教えていただいていいですか。,5.2,0.7999999999999998,24.0,-25.0,0,0.2133471399637504,0.0034285447446903714,0.1482627287244354,0.8084284022228457,0.8781078048318267,-0.059527936821849654,-1.3304997469597188,-0.9462240507213308,0.2550938088204678,-0.5673939159342382,0.22149907642640865,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 それはご活躍されたんですね・・,5.4,0.20000000000000015,17.0,-7.0,0,0.0863061120578477,0.5670112643857093,0.0010672926606321664,1.0544675172761924,0.21926139441214082,-0.5766973609264344,-0.3701710409258566,-0.9462240507213308,-0.2844012224618467,2.1185593849652116,-0.5212775334394402,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それは楽しい時間でしたね！,4.6,-0.8000000000000007,15.0,-2.0,0,0.2756033739854687,0.05381544671634745,0.2123871830841841,0.07031105706280591,-0.8788159562873372,-0.7244600535277443,-0.10341306702756155,-0.9462240507213308,0.5194724074094473,-0.3272572670336582,0.5450834625495338,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 貴重な体験談をありがとうございました・・,4.4,-0.1999999999999993,25.0,10.0,0,-0.08010698084006808,-0.000882959367782265,0.07764592468970354,-0.1757280579905396,-0.2199695458676494,0.014353409478805312,0.5368060703283466,-0.9462240507213308,-0.9910944713959288,-0.5879419176723215,-0.13484696053728568,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは「旅行」について話しましょう,4.2,-0.20000000000000015,21.0,-4.0,0,0.0,0.0,0.0,-0.4217671730438862,-0.21996954586765036,-0.2811719757238145,-0.21011625658687957,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 旅行にはよく行かれますか？,5.0,0.7999999999999998,15.0,-6.0,1,0.0,-0.04038916759423713,0.04043590607076188,0.5623892871694991,0.8781078048318267,-0.7244600535277443,-0.3168194461461976,1.0568321522135,-0.6509105257318976,-0.7762227621585697,-0.32261590380018906,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 その旅先で何が一番楽しかったですか？,6.0,1.0,24.0,9.0,1,0.05424383361904655,0.0,0.1871113402810796,1.792584862436231,1.0977232749717223,-0.059527936821849654,0.48345447554868765,1.0568321522135,-0.4205575508106321,-0.5837338617014687,0.4175366762439163,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 旅行に行くときはなにか目的はありますか？,4.0,-2.0,24.0,0.0,1,-0.027837710750885668,0.003950388025550617,0.0,-0.6678062880972329,-2.196508777126709,-0.059527936821849654,0.003290122531756481,1.0568321522135,-0.7691267184055031,-0.564906886729951,-0.5266632984155732,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、そうなんですね。,3.6,-0.3999999999999999,13.0,-11.0,0,-0.06721785222795063,0.2570876790392133,0.030637091119302868,-1.1598845182039255,-0.43958501600754546,-0.8722227461290543,-0.5835774200444926,-0.9462240507213308,-0.9363592338241224,0.6415086378836716,-0.3720626172648148,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 「温泉」などリフレッシュするためにいきますか？,4.8,1.1999999999999995,25.0,12.0,1,-0.13789058862023454,0.2374666107289563,-0.032796452264860436,0.3163501721161525,1.3173387451116172,0.014353409478805312,0.6435092598876647,1.0568321522135,-1.2364795237748811,0.5479974790804402,-0.6921605331148944,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど、それはリラックスできますね。,4.2,-0.5999999999999996,19.0,-6.0,0,0.4293955232835759,-0.1059231159052462,0.2406903353596065,-0.4217671730438862,-0.6592004861474406,-0.4289346683251245,-0.3168194461461976,-0.9462240507213308,1.1725692987382186,-1.088548031639947,0.6879066373560035,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 貴重な体験談をありがとうございました。,3.6,-0.6000000000000001,24.0,5.0,0,-0.11185265565594048,-0.0630082488280251,0.05773963201548469,-1.1598845182039255,-0.6592004861474412,-0.059527936821849654,0.2700480964300515,-0.9462240507213308,-1.1259063043146038,-0.8840220146656436,-0.23529795944695675,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.4,1.8000000000000005,65.0,41.0,1,0.05832153671427144,0.3330223106432977,0.5529179336425577,1.0544675172761924,1.9761851555313046,2.969607261505004,2.1907055084977762,1.0568321522135,-0.40324109332299457,1.0034020517546416,2.263467423484187,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.4,0.0,37.0,-28.0,1,0.2249393309899267,0.09093430554405443,-0.018118308067614844,1.0544675172761924,-0.00035407572775476577,0.9009295650866649,-1.4905545312986959,1.0568321522135,0.3043214446746875,-0.15035418267825934,-0.6180917815455432,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、勉強になります・・,4.0,-1.4000000000000004,17.0,-20.0,0,-0.03169336046368278,-0.02578792446765305,-0.14990255834481858,-0.6678062880972329,-1.537662366707023,-0.5766973609264344,-1.0637417730614238,-0.9462240507213308,-0.7855001994510109,-0.706635360333928,-1.2831005703519043,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ありがとうございました・・,4.0,0.0,13.0,-4.0,0,0.0,0.0,0.0,-0.6678062880972329,-0.00035407572775476577,-0.8722227461290543,-0.21011625658687957,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 これから本番の収録を開始します。,4.0,0.0,22.0,0.0,0,0.0,0.0,0.0,-0.6678062880972329,-0.00035407572775476577,-0.2072906294231596,0.003290122531756481,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.6,0.5999999999999996,60.0,38.0,0,0.4818299004475866,0.0,0.0,0.07031105706280591,0.658492334691931,2.6002005300017292,2.030650724158799,-0.9462240507213308,1.395238198814493,-0.5837338617014687,-0.5266632984155732,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 きょうはここまでなにで来られましたか？乗り物は乗りましたか？,5.2,0.6000000000000005,32.0,-28.0,1,0.2726849603053147,0.1553568080293172,0.0,0.8084284022228457,0.658492334691932,0.53152283358339,-1.4905545312986959,1.0568321522135,0.507079012097536,0.15667409759391066,-0.5266632984155732,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 ここに来るまで迷いませんでしたか・・,5.2,0.0,19.0,-13.0,0,0.2299433446332571,0.015154598297842119,0.05334292970094945,0.8084284022228457,-0.00035407572775476577,-0.4289346683251245,-0.6902806096038107,-0.9462240507213308,0.3255715915094978,-0.5115092495845084,-0.2574845688087052,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,5.6,0.39999999999999947,50.0,31.0,0,0.2235985304941079,0.4318222427692689,0.18208372066551,1.3005066323295378,0.4388768645520355,1.8613870669951795,1.657189560701186,-0.9462240507213308,0.2986275738255719,1.4742681634612356,0.3921663362822269,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 きょうは来ていただいてありがとうございます！,5.8,0.20000000000000015,22.0,-28.0,0,0.049674723803122864,-0.009888340934398871,0.05186205352045537,1.5465457473828845,0.21926139441214082,-0.2072906294231596,-1.4905545312986959,-0.9462240507213308,-0.43996082614385656,-0.6308602569005359,-0.26495735613413346,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは「食べ物」について話しましょう！,4.0,-1.7999999999999998,22.0,0.0,0,0.0,0.0,0.0,-0.6678062880972329,-1.9768933069868133,-0.2072906294231596,0.003290122531756481,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 甘いものと、からいものどちらがお好きですか？,5.6,1.5999999999999996,23.0,1.0,1,0.0,0.028569653486381068,0.4622333982810913,1.3005066323295378,1.7565696853914081,-0.1334092831225046,0.0566417173114155,1.0568321522135,-0.6509105257318976,-0.44757504700931994,1.8058557369788215,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,6.4,0.8000000000000007,44.0,21.0,1,0.7656774008103159,0.0,0.06122933177608578,2.284663092542924,0.8781078048318276,1.4180989891912497,1.1236736129045959,1.0568321522135,2.600630807893676,-0.5837338617014687,-0.21768826021344664,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、普段はどこでスイーツを買いますか？,5.6,-0.8000000000000007,20.0,-24.0,1,0.3672851865949008,0.002492693232193019,0.0,1.3005066323295378,-0.8788159562873372,-0.3550533220244695,-1.2771481521800598,1.0568321522135,0.9088102707521503,-0.5718540481766623,-0.5266632984155732,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、その中でもおすすめのスイーツはありますか？,4.6,-1.0,24.0,4.0,1,0.18070408080854813,0.09256441801552863,0.1176998709708698,0.07031105706280591,-1.098431426427232,-0.059527936821849654,0.2166965016503925,1.0568321522135,0.11647112518530145,-0.14258530364594557,0.06727299118171728,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど。,4.2,-0.39999999999999947,5.0,-19.0,0,0.0,0.0,0.0,-0.4217671730438862,-0.439585016007545,-1.463273516534294,-1.0103901782817648,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,5.4,1.2000000000000002,45.0,40.0,1,0.0,0.03789067402476545,0.3247030767595685,1.0544675172761924,1.3173387451116179,1.4919803354919046,2.1373539137181172,1.0568321522135,-0.6509105257318976,-0.4031524183333166,1.1118511624807568,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的に教えてもらっていいですか？,4.8,-0.6000000000000005,20.0,-25.0,1,-0.06975398636295825,0.0,0.030120573273849108,0.3163501721161525,-0.6592004861474416,-0.3550533220244695,-1.3304997469597188,1.0568321522135,-0.9471292329893961,-0.5837338617014687,-0.37466906610888806,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 *,5.6,0.7999999999999998,1.0,-19.0,0,0.0,0.0,0.0,1.3005066323295378,0.8781078048318267,-1.7587989017369139,-1.0103901782817648,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 そうなんですね。,4.2,-1.3999999999999997,8.0,7.0,0,0.0,-0.05372294050026108,-0.021386687113068195,-0.4217671730438862,-1.5376623667070224,-1.2416294776323291,0.3767512859893696,-0.9462240507213308,-0.6509105257318976,-0.8397695851931559,-0.6345846536892563,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それではつぎの話題にうつりたいとおもいます。,4.0,-0.20000000000000015,23.0,15.0,0,0.06353833609118358,0.0,0.08943184243634485,-0.6678062880972329,-0.21996954586765036,-0.1334092831225046,0.8035640442266417,-0.9462240507213308,-0.3810873262334731,-0.5837338617014687,-0.07537294244196008,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 次に「お休みの日の過ごし方」についてお話ししましょう！,4.2,0.20000000000000015,31.0,8.0,0,-0.030591055939975742,0.005335495796417717,0.0,-0.4217671730438862,0.21926139441214082,0.4576414872827351,0.43010288076902864,-0.9462240507213308,-0.78081913048217,-0.5583056644787938,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.2,1.0,39.0,8.0,1,0.3357731534336086,0.017934426283463485,-0.03983859641349488,0.8084284022228457,1.0977232749717223,1.048692257687975,0.43010288076902864,1.0568321522135,0.7749906252694899,-0.4982609935722086,-0.7276965530947667,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.2,0.0,48.0,9.0,1,0.3560070894972734,0.3878149314934572,0.14206281524603712,0.8084284022228457,-0.00035407572775476577,1.7136243743938695,0.48345447554868765,1.0568321522135,0.8609164726084817,1.264535716270048,0.1902131151351216,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、そうなんですね。,4.4,-0.7999999999999998,13.0,-35.0,0,0.05462349758941615,-0.03983859641349488,0.005335495796417717,-0.1757280579905396,-0.8788159562873363,-0.8722227461290543,-1.864015694756309,-0.9462240507213308,-0.4189452620174163,-0.7735988199602768,-0.4997393557608648,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは少し「本」について話しましょう,4.2,-0.20000000000000015,22.0,9.0,0,0.03540272480427206,0.3143045677582588,0.05184039595141001,-0.4217671730438862,-0.21996954586765036,-0.2072906294231596,0.48345447554868765,-0.9462240507213308,-0.5005685894252526,0.9141960105909228,-0.2650666444119743,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 本はよく読む方ですか？,4.8,0.5999999999999996,13.0,-9.0,1,0.7514058713424722,0.12815363422764095,0.2306582451105161,0.3163501721161525,0.658492334691931,-0.8722227461290543,-0.47687423048517463,1.0568321522135,2.5400250385322725,0.027027726402660563,0.6372827716686352,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 最近本は読みましたか？,4.8,0.0,14.0,1.0,1,0.6521507049213479,0.8491795444758913,0.02236608338037351,0.3163501721161525,-0.00035407572775476577,-0.7983413998283994,0.0566417173114155,1.0568321522135,2.1185260157680856,3.463332382618676,-0.4137997203488615,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的に教えてもらっていいですか？,5.4,0.6000000000000005,20.0,6.0,1,-0.038835452696633736,-0.09034425851682326,-0.13030107288619966,1.0544675172761924,0.658492334691932,-0.3550533220244695,0.32339969120971057,1.0568321522135,-0.8158299546186957,-1.0143014623815256,-1.1841876875436579,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 その本のどういったところが好きなんですか？,5.2,-0.20000000000000015,22.0,2.0,1,-0.1234672564850295,0.5601067236668641,0.5764669254841155,0.8084284022228457,-0.21996954586765036,-0.2072906294231596,0.10999331209107452,1.0568321522135,-1.1752291060968918,2.0856533477701937,2.382300186194635,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 そうなんですか，その作品はおすすめですか？,4.4,-0.7999999999999998,23.0,1.0,1,0.6614921802917229,-0.00015224112345270827,0.13595633515217725,-0.1757280579905396,-0.8788159562873363,-0.1334092831225046,0.0566417173114155,1.0568321522135,2.158195716417046,-0.5844594207610703,0.15939863675438937,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 なるほど。,4.0,-0.4000000000000004,5.0,-18.0,0,0.0,0.0,0.0,-0.6678062880972329,-0.439585016007546,-1.463273516534294,-0.9570385835021057,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 そうなんですね。,4.0,0.0,8.0,3.0,0,0.0,0.8013813739933537,0.7687634361754988,-0.6678062880972329,-0.00035407572775476577,-1.2416294776323291,0.16334490687073352,-0.9462240507213308,-0.6509105257318976,3.2355332516121367,3.352665532566279,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは少し「ドラマ」の話をしましょう！,4.2,0.20000000000000015,23.0,15.0,0,0.014135489902367515,0.0,0.22319660412846828,-0.4217671730438862,0.21926139441214082,-0.1334092831225046,0.8035640442266417,-0.9462240507213308,-0.5908824647757387,-0.5837338617014687,0.5996298896167814,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 さいきんドラマは見ましたか？,5.0,0.7999999999999998,14.0,-9.0,1,0.4187017585266128,0.17067511861627047,0.0,0.5623892871694991,0.8781078048318267,-0.7983413998283994,-0.47687423048517463,1.0568321522135,1.1271569382812747,0.22967893867817504,-0.5266632984155732,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 ドラマはよく見る方ですか？,4.2,-0.7999999999999998,14.0,0.0,1,0.38028851028013105,0.3865061255520876,0.15570891047765265,-0.4217671730438862,-0.8788159562873363,-0.7983413998283994,0.003290122531756481,1.0568321522135,0.9640304514604915,1.2582981374445337,0.2590739482227206,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 具体的には何ですか？,4.8,0.5999999999999996,13.0,-1.0,1,0.054560380490283784,0.023052523178198142,0.045865672562656834,0.3163501721161525,0.658492334691931,-0.8722227461290543,-0.050061472247902535,1.0568321522135,-0.4192132963834172,-0.47386888790670467,-0.2952162530021526,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 もう少し詳しく教えていただいていいですか。,5.4,0.6000000000000005,24.0,11.0,0,-0.034486808659184486,0.1924644763554912,0.2445765137195814,1.0544675172761924,0.658492334691932,-0.059527936821849654,0.5901576651080057,-0.9462240507213308,-0.797362913776134,0.3335238496460224,0.7075170442052008,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 そのドラマはどんな内容なんですか？,5.2,-0.20000000000000015,19.0,-5.0,1,0.1856168557798656,0.01619469300348917,0.503274002381847,0.8084284022228457,-0.21996954586765036,-0.4289346683251245,-0.2634678513665386,1.0568321522135,0.137333816006703,-0.5065523094397498,2.0129545546866767,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 そのドラマのどういったところが好きなんですか？,5.0,-0.20000000000000015,23.0,4.0,1,1.0000000000000002,0.1856168557798656,0.01619469300348917,0.5623892871694991,-0.21996954586765036,-0.1334092831225046,0.2166965016503925,1.0568321522135,3.5957099572345195,0.3008890855778058,-0.44494174855898827,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,5.0,0.0,41.0,18.0,0,0.04113427932493226,0.04113427932493226,0.10140469578822403,0.5623892871694991,-0.00035407572775476577,1.1964549502892847,0.9636188285656188,-0.9462240507213308,-0.4762288525985782,-0.3876938670698085,-0.014955611164956605,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 ありがとうございました・・,4.2,-0.7999999999999998,13.0,-28.0,0,0.0,0.0,0.0,-0.4217671730438862,-0.8788159562873363,-0.8722227461290543,-1.4905545312986959,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 それでは少し「映画」について話しましょう,4.0,-0.20000000000000015,23.0,10.0,0,0.0,0.0,0.0,-0.6678062880972329,-0.21996954586765036,-0.1334092831225046,0.5368060703283466,-0.9462240507213308,-0.6509105257318976,-0.5837338617014687,-0.5266632984155732,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 最近見た映画はありますか？,2.8,-1.2000000000000002,16.0,-7.0,1,0.0,0.0,0.1620301848787456,-2.144040978417311,-1.3180468965671275,-0.6505787072270893,-0.3701710409258566,1.0568321522135,-0.6509105257318976,-0.5837338617014687,0.29097232017795144,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
