cls,agent_utterance
9, そのドラマはどんな内容なんですか？
9, それはたいへんでしたね。
9, なるほど、それは面白そうですね。
9, とても楽しそうですね。
9, 家事はひとりでぜんぶしますか？家族は協力してくれたりしますか？
9, なるほど、そうなんですね。
9, なるほど、そうなんですね・・
9, それは面白そうですね。
9, スポーツをする目的は何ですか？
9, そうですか，いいものが見つかるといいですね．
9, 本はよく読む方ですか？
9, その歌手のどういうところが好きなんですか？
9, いつもはどんなジャンルのゲームをするんですか？
9, なるほど、それは素晴らしい経験ですね。
9, そうですか。テレビでの観戦はなされるんですか？
9, 具体的にどういう味か、教えてください。
9, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
9, そうなんですね。
9, なるほど、それは美味しそうですね・・
9, ゲームはよくする方なんですか？
9, がっきは何を演奏するのですか。
9, 最近ハマっているゲームはありますか？
9, それは、美味しそうですね。
9, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。
