name,reaction,lenS,lenU,lendiff,io,na,oa,op,pa,qw,qy,su,label,agent_utterance,dialogue_act,general,context,questionmark,default,はじめに乗り物,はじめの雑談,アニメ・漫画,エスエヌエス,ゲーム,スポーツ,ドラマ,休日の過ごしかた,学校,旅行,映画,最後の質問,本,音楽,食事,lenS_diff,UI3average,UI3average_diff,sim1,sim2,sim3
1902F4004_003,856.0,32.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,qy,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,5.2,0.6000000000000005,0.2726849603053147,0.1553568080293172,0.0
1902F4004_004,893.0,19.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, ここに来るまで迷いませんでしたか・・,qy,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,5.2,0.0,0.2299433446332571,0.015154598297842119,0.05334292970094945
1902F4004_005,1254.0,50.0,16.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,oa,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.6,0.39999999999999947,0.2235985304941079,0.4318222427692689,0.18208372066550996
1902F4004_006,948.0,22.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.8, きょうは来ていただいてありがとうございます！,oa,1.0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,5.8,0.20000000000000018,0.049674723803122864,-0.009888340934398871,0.051862053520455365
1902F4004_007,610.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは「食べ物」について話しましょう！,op,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-1.7999999999999998,0.0,0.0,0.0
1902F4004_008,530.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, 甘いものと、からいものどちらがお好きですか？,qw,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.6,1.5999999999999996,0.0,0.028569653486381068,0.4622333982810913
1902F4004_009,964.0,44.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,qw,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,6.4,0.8000000000000007,0.765677400810316,0.0,0.061229331776085784
1902F4004_010,1155.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, なるほど、普段はどこでスイーツを買いますか？,qw,1.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-24.0,5.6,-0.8000000000000007,0.36728518659490084,0.002492693232193019,0.0
1902F4004_011,3028.0,24.0,28.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6, なるほど、その中でもおすすめのスイーツはありますか？,qy,1.0526315789473684,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.6,-1.0,0.18070408080854813,0.09256441801552862,0.11769987097086979
1902F4004_012,134.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, なるほど。,oa,1.7407407407407407,36,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,4.2,-0.39999999999999947,0.0,0.0,0.0
1902F4004_013,560.0,45.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,qy,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,5.4,1.2000000000000002,0.0,0.03789067402476545,0.3247030767595685
1902F4004_014,141.0,20.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 具体的に教えてもらっていいですか？,qw,1.25,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,4.8,-0.6000000000000005,-0.06975398636295825,0.0,0.030120573273849104
1902F4004_017,3896.0,1.0,21.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6, *,no,1.75,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,5.6,0.7999999999999998,0.0,0.0,0.0
1902F4004_018,1068.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, そうなんですね。,oa,2.4782608695652173,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,-1.3999999999999995,0.0,-0.05372294050026108,-0.021386687113068195
1902F4004_019,381.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それではつぎの話題にうつりたいとおもいます。,op,2.0344827586206895,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,-0.20000000000000018,0.06353833609118358,0.0,0.08943184243634485
1902F4004_020,391.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, 次に「お休みの日の過ごし方」についてお話ししましょう！,op,1.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.2,0.20000000000000018,-0.030591055939975742,0.005335495796417717,0.0
1902F4004_021,464.0,39.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 休日は家で過ごすほうが多いですか？外出することが多いですか？,qw,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.2,1.0,0.3357731534336086,0.017934426283463485,-0.039838596413494874
1902F4004_022,408.0,48.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,1.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.2,0.0,0.3560070894972734,0.3878149314934572,0.14206281524603712
1902F4004_023,825.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4, なるほど、そうなんですね。,oa,4.413793103448276,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,4.4,-0.7999999999999998,0.05462349758941615,-0.039838596413494874,0.005335495796417717
1902F4004_024,380.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それでは少し「本」について話しましょう,op,1.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.2,-0.20000000000000018,0.03540272480427206,0.3143045677582588,0.05184039595141001
1902F4004_025,2340.0,13.0,38.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, 本はよく読む方ですか？,qy,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.0,4.8,0.5999999999999996,0.7514058713424722,0.12815363422764095,0.23065824511051614
1902F4004_026,475.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, 最近本は読みましたか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.8,0.0,0.6521507049213479,0.8491795444758913,0.02236608338037351
1902F4004_027,1068.0,20.0,27.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, 具体的に教えてもらっていいですか？,qw,1.25,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,0.6000000000000005,-0.03883545269663374,-0.09034425851682326,-0.13030107288619966
1902F4004_028,1325.0,22.0,33.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, その本のどういったところが好きなんですか？,qw,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.2,-0.20000000000000018,-0.1234672564850295,0.560106723666864,0.5764669254841155
1902F4004_029,1124.0,23.0,41.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.4, そうなんですか，その作品はおすすめですか？,qy,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.4,-0.7999999999999998,0.6614921802917229,-0.00015224112345270827,0.13595633515217723
1902F4004_030,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど。,oa,1.7407407407407407,36,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,4.0,-0.40000000000000036,0.0,0.0,0.0
1902F4004_031,248.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, そうなんですね。,oa,2.4782608695652173,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.8013813739933537,0.7687634361754988
1902F4004_032,484.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それでは少し「ドラマ」の話をしましょう！,op,1.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.2,0.20000000000000018,0.014135489902367515,0.0,0.22319660412846828
1902F4004_033,1032.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, さいきんドラマは見ましたか？,qy,1.0833333333333333,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,5.0,0.7999999999999998,0.4187017585266128,0.17067511861627047,0.0
1902F4004_034,3508.0,14.0,24.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2, ドラマはよく見る方ですか？,qy,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,-0.7999999999999998,0.380288510280131,0.38650612555208763,0.15570891047765265
1902F4004_035,1321.0,13.0,24.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 具体的には何ですか？,qw,1.0,9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.8,0.5999999999999996,0.05456038049028379,0.02305252317819814,0.045865672562656834
1902F4004_036,345.0,24.0,43.0,-19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, もう少し詳しく教えていただいていいですか。,qw,1.8235294117647058,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.4,0.6000000000000005,-0.034486808659184486,0.19246447635549122,0.2445765137195814
1902F4004_037,971.0,19.0,81.0,-62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, そのドラマはどんな内容なんですか？,qw,1.125,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.2,-0.20000000000000018,0.18561685577986559,0.01619469300348917,0.503274002381847
1902F4004_038,642.0,23.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0, そのドラマのどういったところが好きなんですか？,qw,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,-0.20000000000000018,1.0000000000000002,0.18561685577986559,0.01619469300348917
1902F4004_039,1048.0,41.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,pa,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.041134279324932264,0.041134279324932264,0.10140469578822404
1902F4004_040,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, ありがとうございました・・,oa,2.0,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,4.2,-0.7999999999999998,0.0,0.0,0.0
1902F4004_041,445.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは少し「映画」について話しましょう,op,1.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,-0.20000000000000018,0.0,0.0,0.0
1902F4004_042,1072.0,16.0,20.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8, 最近見た映画はありますか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,2.8,-1.2000000000000002,0.0,0.0,0.1620301848787456
1902F4004_043,1529.0,16.0,30.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, おすすめの映画ってありますか？,qy,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8,2.0,0.47320837388261444,0.0,0.0
1902F4004_044,1622.0,28.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6, 洋画が好きなんですか，おすすめの洋画ってありますか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.6,-2.1999999999999997,0.47314852800819474,0.33121413145250717,0.0
1902F4004_045,1202.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0, なるほど、そうなんですね。,oa,4.413793103448276,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,3.0,0.3999999999999999,0.8589575975277703,-0.04468976716802274,0.10054502292890334
1902F4004_046,259.0,13.0,15.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, ありがとうございました・・,oa,2.0,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.2000000000000002,0.0,0.0,0.0
1902F4004_047,351.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それではつぎの話題にうつりたいとおもいます。,op,2.0344827586206895,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,-0.20000000000000018,0.0,0.06353833609118358,0.021450866066329243
1902F4004_048,825.0,42.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,qy,1.0,10,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.4,1.4000000000000004,-0.09905308071894918,0.0,0.33325503763732756
1902F4004_049,766.0,22.0,82.0,-60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, 具体的になんのために利用していますか？,qw,1.0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,5.8,0.39999999999999947,0.4219894994203623,-0.047150550818757526,0.0
1902F4004_050,1582.0,21.0,90.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, おすすめの便利なきのうとかはありますか？,qy,1.0,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.6,-0.20000000000000018,0.2261900019435607,0.051982933317047904,0.10762209566600034
1902F4004_051,709.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4, なるほど、そういうふうに利用されているのですね。,oa,1.1176470588235294,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.4,-1.1999999999999993,0.156826615962735,0.36722983939722037,0.41137955794501907
1902F4004_052,4848.0,29.0,66.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,qy,1.25,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.6,0.1999999999999993,0.46154959431216674,0.36150163065825086,0.6946825130642384
1902F4004_053,1088.0,9.0,12.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, たいへんでしたね。,oa,1.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,4.0,-0.5999999999999996,0.0,0.0,0.0
1902F4004_054,82.0,18.0,68.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, すみません。なにか言いかけましたか？,qy,1.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.8,0.7999999999999998,0.0,0.1953234921825596,0.10552371217241077
1902F4004_055,1258.0,17.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6, なるほど、勉強になります・・,oa,1.3333333333333333,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.6,-0.20000000000000018,0.020289243549753026,0.0,0.1394748183288779
1902F4004_056,885.0,26.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6, ショッピングで「アマゾン」などはよく利用しますか？,qy,1.0,10,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.6,0.0,-0.014007100513922328,0.12229939454309821,0.0
1902F4004_057,895.0,20.0,45.0,-25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 具体的にどういったものを買いますか？,qw,1.0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.8,0.20000000000000018,0.03675442133013708,-0.023861352540645923,0.024152648450982663
1902F4004_058,1095.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0, 本当ですか！,oa,1.1875,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,3.0,-1.7999999999999998,0.0,0.0,0.0
1902F4004_059,558.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, そうなんですね。,oa,2.4782608695652173,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.6000000000000001,0.0,-0.0696615334734928,-0.11337436533081743
1902F4004_060,292.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それではつぎの話題にうつりたいとおもいます。,op,2.0344827586206895,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.2,0.6000000000000001,0.06353833609118358,0.0,0.048226785041250844
1902F4004_061,325.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それでは「旅行」について話しましょう,op,1.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.2,0.0,0.0,0.0,0.0
1902F4004_062,449.0,17.0,22.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, さいきん旅行には行きましたか？,qy,1.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.6,1.3999999999999995,0.0,0.0,0.0
1902F4004_063,966.0,24.0,29.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, その旅先で何が一番楽しかったですか？,qw,1.0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.8,0.20000000000000018,0.0,0.0,0.3390166709040614
1902F4004_064,826.0,21.0,23.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4, すごい！面白い体験をされましたね!,pa,1.25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,6.4,0.6000000000000005,0.057832546738985156,0.0,0.0
1902F4004_065,750.0,22.0,52.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4, ほかには何か面白いことはありましたか？,qy,1.0666666666666667,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,0.0,0.1300981140460131,0.4808386384232009,0.0
1902F4004_066,2307.0,7.0,20.0,-13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0, すごいですね。,pa,1.2857142857142858,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,5.0,-1.4000000000000004,0.0,0.0,0.0
1902F4004_067,96.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2, すごい！面白い体験をされましたね!,pa,1.25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.2,-0.7999999999999998,0.0,0.1300981140460131,1.0
1902F4004_068,2444.0,22.0,42.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, ほかには何か面白いことはありましたか？,qy,1.0666666666666667,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.7999999999999998,0.1300981140460131,0.0,1.0
1902F4004_069,1177.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, そうなんですね。,oa,2.4782608695652173,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,4.2,-0.7999999999999998,0.024579589845737118,0.12777138580203912,0.0
1902F4004_070,1327.0,21.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2, なるほど、それは素晴らしい経験ですね。,pa,1.1111111111111112,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.2,0.0,-0.0596434862062068,0.20536083957825266,0.07870365211592482
1902F4004_071,1111.0,24.0,71.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, 旅行に行くときはなにか目的はありますか？,qy,1.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.2,1.0,0.0845106808718188,-0.06721785222795063,0.21666322595692375
1902F4004_072,58.0,42.0,82.0,-40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,oa,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.2,0.0,0.08516105002778805,0.10197825191339263,0.02097421881452692
1902F4004_073,1018.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2, それは面白そうですね。,pa,1.2,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,5.2,0.0,0.18729739262773457,0.07791222810095642,0.9414616141315112
1902F4004_074,701.0,13.0,20.0,-7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, ありがとうございました・・,oa,2.0,26,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,-0.40000000000000036,0.0,0.0,0.0
