name,reaction,lenS,lenU,lendiff,io,na,oa,op,pa,qw,qy,su,label,agent_utterance,dialogue_act,default,はじめに乗り物,はじめの雑談,アニメ・漫画,エスエヌエス,ゲーム,スポーツ,ドラマ,休日の過ごしかた,学校,旅行,映画,最後の質問,本,音楽,食事,lenS_diff,UI3average,UI3average_diff,questionmark,sim1,sim2,sim3
1902F4002_010,939.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0, 甘いものと、からいものどちらがお好きですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.7999999999999998,1,0.0,0.02856965348638104,0.4622333982810914
1902F4002_011,1214.0,44.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,5.4,0.40000000000000036,1,0.765677400810316,0.0,0.06122933177608575
1902F4002_012,1425.0,20.0,27.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, なるほど、普段はどこでスイーツを買いますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-24.0,5.2,-0.20000000000000018,1,0.36728518659490095,0.0024926932321930433,0.0
1902F4002_013,1049.0,24.0,25.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, なるほど、その中でもおすすめのスイーツはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.2,0.0,1,0.1807040808085481,0.09256441801552859,0.11769987097086979
1902F4002_014,2106.0,18.0,49.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, もう少し詳しく教えてください。,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,5.2,0.0,0,0.04417969712814714,0.055057818640045074,-0.05475619708013389
1902F4002_015,54.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,pa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,6.4,1.2000000000000002,0,0.24455440834012632,0.052846569990204914,0.07392046283734328
1902F4002_016,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それではつぎの話題にうつりたいとおもいます。,op,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,4.2,-2.2,0,0.08849814142637297,0.06083203726631523,-0.033148436315105556
1902F4002_017,137.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, 次に「お休みの日の過ごし方」についてお話ししましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.2,0.0,0,-0.030591055939975704,0.16843474630515495,0.10846001722874728
1902F4002_018,683.0,39.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 休日は家で過ごすほうが多いですか？外出することが多いですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.8,0.5999999999999996,1,0.33577315343360853,0.01793442628346349,0.07085088255523365
1902F4002_019,119.0,48.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.6,0.7999999999999998,1,0.35600708949727333,0.38781493149345714,0.14206281524603712
1902F4002_020,930.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4, それでは少し「音楽」について話しましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-23.0,4.4,-1.1999999999999993,0,0.0,0.0,0.0
1902F4002_021,2097.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, 最近音楽は聞きましたか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,5.6,1.1999999999999993,1,0.0,0.10880063544167362,0.0006251755662056026
1902F4002_022,798.0,38.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,5.6,0.0,1,0.14681263610083942,0.0,0.5397408043435622
1902F4002_023,888.0,15.0,33.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2, おすすめの曲はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-23.0,6.2,0.6000000000000005,1,0.22418804679487844,0.09563776096195402,0.0
1902F4002_024,4404.0,18.0,52.0,-34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2, もう少し詳しく教えてください。,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.2,0.0,0,0.10076110513828986,0.03895020241093484,0.10832032987454722
1902F4002_025,428.0,22.0,30.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0, そのきょくのどういうところが好きなんですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,-0.20000000000000018,1,-0.06258366321103233,0.04795305038503782,-0.04871640139451868
1902F4002_026,807.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,pa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,6.0,0.0,0,0.5247007739575003,0.09027061534091117,0.06320805425435075
1902F4002_027,1126.0,91.0,68.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,5.6,-0.40000000000000036,1,0.020097144071141503,-0.052653111715683064,0.2015885631908652
1902F4002_028,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど、そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,3.8,-1.7999999999999998,0,-0.052653111715683064,0.5247007739575003,0.9999999999999998
1902F4002_029,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6, ありがとうございました・・,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.7999999999999998,0,0.0,0.0,0.0
1902F4002_030,54.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは少し「ゲーム」について話しましょう,op,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,-0.5999999999999996,0,0.0,0.01622166116375227,0.013225881107714256
1902F4002_031,1218.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, ゲームはよくする方なんですか？,qy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,5.2,1.2000000000000002,1,0.42969475580634214,0.0,0.5632445489886235
1902F4002_032,2099.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4, 最近ハマっているゲームはありますか？,qy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.4,0.20000000000000018,1,0.3120940492366615,0.5585918863442173,0.0
1902F4002_033,310.0,18.0,49.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2, もう少し詳しく教えてください。,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.2,-1.2000000000000002,0,0.11435385136309327,0.1460723799037442,0.06645836044270138
1902F4002_034,2582.0,21.0,180.0,-159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.6, そのゲームのどんなところが好きなんですか？,qw,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.6,1.3999999999999995,1,-0.012218309800634684,0.30489343823343473,0.7027122121674098
1902F4002_035,862.0,8.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0, そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,5.0,-0.5999999999999996,0,0.8170024019579182,-0.06258366321103233,-0.021361023900431295
1902F4002_036,6000.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6, それでは少し「ドラマ」の話をしましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.6,-1.4,0,0.014135489902367498,0.13921826461355807,0.12614584887244337
1902F4002_037,494.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0, さいきんドラマは見ましたか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,5.0,1.4,1,0.4187017585266128,0.17067511861627044,0.22777989521253988
1902F4002_038,535.0,14.0,52.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2, ドラマはよく見る方ですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,-0.7999999999999998,1,0.38028851028013083,0.3865061255520877,0.1557089104776526
1902F4002_039,1264.0,19.0,29.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0, そのドラマはどんな内容なんですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.7999999999999998,1,0.5032740023818469,0.4792517601051693,0.3506450761084208
1902F4002_040,1387.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,pa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.2,0.20000000000000018,0,0.041134279324932244,0.01431036401412114,0.07394988052371515
1902F4002_041,225.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2, それではつぎの話題にうつりたいとおもいます。,op,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,4.2,-1.0,0,-0.01266254780728528,0.21927886045134445,0.2286171462536549
1902F4002_042,1872.0,42.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.8,-0.40000000000000036,1,-0.09905308071894924,0.1675287316386201,0.2002833182687151
1902F4002_043,1279.0,22.0,23.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.8, 具体的になんのために利用していますか？,qw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,3.8,0.0,1,0.4219894994203623,-0.0471505508187575,0.18087192841178812
1902F4002_044,6000.0,25.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, なるほど、そういうふうに利用されているのですね。,oa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,-0.19999999999999973,0,0.36722983939722004,0.411379557945019,-0.10858965206155365
1902F4002_045,825.0,21.0,55.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6, おすすめの便利なきのうとかはありますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.6,0.0,1,0.156826615962735,0.22619000194356073,0.05198293331704794
1902F4002_046,6000.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, そうなんですね。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,3.8,0.19999999999999973,0,0.0159242552372317,0.047197734768447616,-0.1517597432999367
1902F4002_047,1933.0,29.0,144.0,-115.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.6,-0.19999999999999973,1,-0.09781456954586211,0.36150163065825086,0.46154959431216663
1902F4002_048,420.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, 本当ですか！,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,3.6,0.0,0,0.0,0.0,0.0
1902F4002_049,326.0,9.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0, たいへんでしたね。,oa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.4,0,0.0,0.0,0.0
1902F4002_050,249.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8, ショッピングで「アマゾン」などはよく利用しますか？,qy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.8,0.7999999999999998,1,0.0,0.0,0.5058334905501584
1902F4002_051,824.0,13.0,41.0,-28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, 使い心地はどうですか？,qw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,5.4,-0.39999999999999947,1,0.0032048562854553333,0.0,0.0
1902F4002_052,697.0,20.0,58.0,-38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 具体的にどういったものを買いますか？,qw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.2,-0.20000000000000018,1,-0.014134151832621854,0.03675442133013705,0.0
1902F4002_053,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,3.6,-1.6,0,0.0,0.0,0.0
1902F4002_054,6000.0,13.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6, ありがとうございました・・,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.6,0.0,0,0.0,0.0,0.0
1902F4002_055,196.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは「旅行」について話しましょう,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.3999999999999999,0,0.0,0.0,0.0
1902F4002_056,67.0,15.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0, 旅行にはよく行かれますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,0.0,1,0.0,0.0,0.0
1902F4002_057,746.0,20.0,88.0,-68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2, 旅行はどこに行ったことがありますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.2,1.2000000000000002,1,0.06526699512139646,0.0,0.0
1902F4002_058,827.0,32.0,40.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6, 今までいった「旅行」で特におすすめの場所はありますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.6,0.39999999999999947,1,0.3679829938355474,0.047469431894978625,0.0
1902F4002_059,593.0,24.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2, その旅先で美味しい食べ物はたべましたか・・,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,5.2,-0.39999999999999947,0,0.0,0.0,0.0
1902F4002_060,1237.0,18.0,67.0,-49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, 具体的には教えてもらえますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,5.8,0.5999999999999996,1,0.0,-0.15683085567242597,-0.16387034715414195
1902F4002_061,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,4.0,-1.7999999999999998,0,0.0,0.0,0.0
1902F4002_062,690.0,24.0,69.0,-45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, その旅先で何が一番楽しかったですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,5.4,1.4000000000000004,1,0.0,0.05742937964983655,0.0
1902F4002_063,2014.0,25.0,34.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4, 「温泉」などリフレッシュするためにいきますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,-2.0000000000000004,1,-0.03279645226486044,0.0,0.2074126168637846
1902F4002_064,805.0,24.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.4, 貴重な体験談をありがとうございました。,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.4,1.0000000000000004,0,-0.06300824882802511,0.18711134028107954,0.0
1902F4002_065,3706.0,65.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.8, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,3.8,-0.6000000000000005,1,0.05832153671427141,0.5529179336425574,0.15742420798561224
1902F4002_066,2252.0,37.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-28.0,4.4,0.6000000000000005,1,0.2249393309899268,0.0909343055440544,-0.029797504422751288
1902F4002_067,6000.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4, なるほど。,oa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,3.4,-1.0000000000000004,0,0.0,0.0,0.0
1902F4002_068,6000.0,17.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8, なるほど、ありがとうございました。,oa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3.8,0.3999999999999999,0,0.0,0.0,0.0
1902F4003_001,6000.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0, これから本番の収録を開始します。,oa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
1902F4003_002,552.0,60.0,13.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,oa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.2,0.20000000000000018,0,0.48182990044758656,0.0,0.0
1902F4003_003,555.0,32.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,qy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,4.6,0.39999999999999947,1,0.2726849603053146,0.1553568080293172,0.0
1902F4003_004,418.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8, ここに来るまで迷いませんでしたか・・,qy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,4.8,0.20000000000000018,0,0.22994334463325716,0.01515459829784214,0.053342929700949455
1902F4003_005,2658.0,17.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6, 時間はどのくらいかかりましたか？,qw,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.6,-0.20000000000000018,1,0.19046099575804165,0.06250370877289627,0.0891404959904227
1902F4003_006,155.0,50.0,18.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,oa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.6,0.0,0,0.017682224863482837,0.223598530494108,0.4318222427692689
1902F4003_007,168.0,22.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8, きょうは来ていただいてありがとうございます！,oa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,4.8,0.20000000000000018,0,0.0496747238031229,0.07990077486467481,-0.009888340934398865
1902F4003_008,6000.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, それでは「食べ物」について話しましょう！,op,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-0.7999999999999998,0,0.0,0.0,0.0
1902F4003_009,779.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8, 甘いものと、からいものどちらがお好きですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.8,0.7999999999999998,1,0.0,0.02856965348638104,0.4622333982810914
1902F4003_010,401.0,23.0,53.0,-30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8, からい食べものとはどんな食べものが好きですか？,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8,1.0,1,0.0,0.0,0.0
1902F4003_011,485.0,19.0,61.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4, それは「最近」食べられたんですか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,6.4,0.6000000000000005,1,0.0,0.07732160333031815,0.0
1902F4003_012,632.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4, どこで食べられたんですか・・,qw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,5.4,-1.0,0,0.8222368403228654,0.0,0.04682172722664483
1902F4003_013,296.0,63.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,qy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,6.6,1.1999999999999993,1,0.21171438950101615,0.25026494917785674,0.0
